trading_date,open,high,low,close,range_pips,return_pips,day_name,dow,week_key
2004-11-19,1.2962,1.3071,1.2942,1.3023,128.99999999999912,60.99999999999994,Friday,4,2004-W47
2004-11-22,1.3042,1.3054,1.3013,1.305,40.99999999999993,7.999999999999119,Monday,0,2004-W48
2004-11-23,1.3048,1.3108,1.2979,1.3088,128.99999999999912,40.000000000000036,Tuesday,1,2004-W48
2004-11-24,1.3089,1.3192,1.3083,1.319,108.99999999999909,100.99999999999997,Wednesday,2,2004-W48
2004-11-25,1.3189,1.3244,1.3165,1.3241,79.00000000000018,52.00000000000094,Thursday,3,2004-W48
2004-11-26,1.3241,1.3331,1.3186,1.3295,144.99999999999957,53.999999999998494,Friday,4,2004-W48
2004-11-29,1.3269,1.3307,1.3232,1.3283,75.00000000000063,14.000000000000679,Monday,0,2004-W49
2004-11-30,1.3285,1.3338,1.3234,1.328,104.00000000000188,-4.999999999999449,Tuesday,1,2004-W49
2004-12-01,1.3281,1.3361,1.3277,1.3345,83.99999999999963,63.999999999999616,Wednesday,2,2004-W49
2004-12-02,1.3344,1.3385,1.3239,1.3273,145.99999999999946,-71.00000000000107,Thursday,3,2004-W49
2004-12-03,1.3272,1.3462,1.3259,1.3454,202.99999999999986,181.99999999999994,Friday,4,2004-W49
2004-12-06,1.3445,1.3457,1.3391,1.3409,65.99999999999939,-36.000000000000476,Monday,0,2004-W50
2004-12-07,1.341,1.347,1.3394,1.342,76.00000000000051,10.000000000001119,Tuesday,1,2004-W50
2004-12-08,1.3422,1.3436,1.3196,1.3339,239.99999999999798,-82.99999999999974,Wednesday,2,2004-W50
2004-12-09,1.334,1.3364,1.3253,1.3313,111.0000000000011,-27.000000000001467,Thursday,3,2004-W50
2004-12-10,1.3312,1.332,1.3143,1.3226,177.00000000000048,-85.9999999999994,Friday,4,2004-W50
2004-12-13,1.3198,1.3328,1.319,1.3313,138.00000000000034,114.99999999999844,Monday,0,2004-W51
2004-12-14,1.3312,1.334,1.3262,1.3298,78.00000000000028,-13.999999999998458,Tuesday,1,2004-W51
2004-12-15,1.33,1.3444,1.3264,1.3393,180.00000000000017,92.99999999999864,Wednesday,2,2004-W51
2004-12-16,1.3394,1.3431,1.3205,1.3245,225.99999999999955,-148.99999999999915,Thursday,3,2004-W51
2004-12-17,1.3243,1.3319,1.3229,1.3312,90.0000000000012,68.99999999999906,Friday,4,2004-W51
2004-12-20,1.3332,1.3411,1.33,1.3397,110.99999999999888,64.9999999999995,Monday,0,2004-W52
2004-12-21,1.3396,1.341,1.3354,1.3374,56.0000000000005,-21.999999999999797,Tuesday,1,2004-W52
2004-12-22,1.3373,1.3406,1.3346,1.3392,60.00000000000006,19.000000000000128,Wednesday,2,2004-W52
2004-12-23,1.3391,1.352,1.3383,1.3518,137.00000000000045,126.99999999999933,Thursday,3,2004-W52
2004-12-24,1.3517,1.355,1.3487,1.3531,62.99999999999972,14.000000000000679,Friday,4,2004-W52
2004-12-26,1.3531,1.3531,1.3531,1.3531,0.0,0.0,Sunday,6,2004-W52
2004-12-27,1.3531,1.3642,1.3517,1.3621,125.00000000000178,90.0000000000012,Monday,0,2004-W53
2004-12-28,1.3621,1.3646,1.3593,1.3616,53.000000000000824,-5.00000000000167,Tuesday,1,2004-W53
2004-12-29,1.3615,1.365,1.3559,1.361,90.99999999999886,-4.999999999999449,Wednesday,2,2004-W53
2004-12-30,1.3611,1.3667,1.3577,1.3637,90.0000000000012,25.999999999999357,Thursday,3,2004-W53
2004-12-31,1.3636,1.3662,1.3514,1.3555,148.00000000000148,-80.99999999999996,Friday,4,2004-W53
2005-01-03,1.3555,1.3576,1.3441,1.3467,134.99999999999847,-87.99999999999919,Monday,0,2005-W01
2005-01-04,1.3468,1.3497,1.3252,1.328,244.99999999999966,-187.9999999999993,Tuesday,1,2005-W01
2005-01-05,1.3281,1.3303,1.3216,1.3263,86.9999999999993,-18.000000000000238,Wednesday,2,2005-W01
2005-01-06,1.3264,1.3284,1.3158,1.3173,125.99999999999945,-91.00000000000108,Thursday,3,2005-W01
2005-01-07,1.3172,1.3251,1.3028,1.3053,222.99999999999986,-119.00000000000021,Friday,4,2005-W01
2005-01-10,1.3065,1.3124,1.3054,1.3077,70.00000000000117,12.000000000000899,Monday,0,2005-W02
2005-01-11,1.3078,1.3173,1.3069,1.3107,103.99999999999964,28.999999999999027,Tuesday,1,2005-W02
2005-01-12,1.3108,1.3295,1.3084,1.3258,210.99999999999898,150.00000000000125,Wednesday,2,2005-W02
2005-01-13,1.3259,1.3268,1.3195,1.3225,73.00000000000084,-34.000000000000696,Thursday,3,2005-W02
2005-01-14,1.3224,1.3225,1.3058,1.3113,166.99999999999937,-111.0000000000011,Friday,4,2005-W02
2005-01-17,1.3108,1.3129,1.3062,1.3068,66.99999999999929,-40.000000000000036,Monday,0,2005-W03
2005-01-18,1.3067,1.3076,1.2997,1.3022,79.00000000000018,-44.99999999999949,Tuesday,1,2005-W03
2005-01-19,1.3021,1.3119,1.2965,1.3012,154.0000000000008,-9.00000000000123,Wednesday,2,2005-W03
2005-01-20,1.3011,1.3027,1.2924,1.2964,102.99999999999976,-46.99999999999926,Thursday,3,2005-W03
2005-01-21,1.2963,1.3069,1.2935,1.3049,133.99999999999858,85.9999999999994,Friday,4,2005-W03
2005-01-23,1.3049,1.3049,1.3044,1.3045,4.999999999999449,-3.9999999999995595,Sunday,6,2005-W03
2005-01-24,1.3044,1.31,1.303,1.3061,70.00000000000117,17.000000000000348,Monday,0,2005-W04
2005-01-25,1.306,1.3076,1.2947,1.2977,129.00000000000134,-82.99999999999974,Tuesday,1,2005-W04
2005-01-26,1.2978,1.3109,1.2969,1.3076,140.0000000000001,98.00000000000031,Wednesday,2,2005-W04
2005-01-27,1.3077,1.3125,1.3013,1.3048,112.000000000001,-29.000000000001247,Thursday,3,2005-W04
2005-01-28,1.3046,1.3081,1.2988,1.3044,93.00000000000085,-1.9999999999997797,Friday,4,2005-W04
2005-01-31,1.3036,1.3061,1.2977,1.304,83.99999999999963,3.9999999999995595,Monday,0,2005-W05
2005-02-01,1.3039,1.3069,1.3004,1.3048,64.9999999999995,8.999999999999009,Tuesday,1,2005-W05
2005-02-02,1.3049,1.3094,1.3012,1.3027,81.99999999999986,-21.999999999999797,Wednesday,2,2005-W05
2005-02-03,1.3028,1.3039,1.2944,1.2978,95.00000000000064,-49.999999999998934,Thursday,3,2005-W05
2005-02-04,1.2977,1.3045,1.2869,1.2873,176.0000000000006,-103.99999999999964,Friday,4,2005-W05
2005-02-07,1.2832,1.2866,1.2734,1.2759,131.99999999999878,-72.99999999999862,Monday,0,2005-W06
2005-02-08,1.276,1.2799,1.2735,1.2765,63.999999999999616,4.999999999999449,Tuesday,1,2005-W06
2005-02-09,1.2766,1.2815,1.2741,1.2806,74.00000000000074,40.000000000000036,Wednesday,2,2005-W06
2005-02-10,1.2805,1.2908,1.274,1.2876,167.99999999999926,71.00000000000107,Thursday,3,2005-W06
2005-02-11,1.2877,1.2898,1.2848,1.2869,50.00000000000115,-8.00000000000134,Friday,4,2005-W06
2005-02-13,1.2869,1.2885,1.2869,1.2879,16.00000000000046,10.000000000001119,Sunday,6,2005-W06
2005-02-14,1.2879,1.2991,1.2879,1.2977,111.99999999999876,98.00000000000031,Monday,0,2005-W07
2005-02-15,1.2976,1.3054,1.2954,1.3027,99.99999999999787,50.99999999999882,Tuesday,1,2005-W07
2005-02-16,1.3028,1.3065,1.2961,1.3033,103.99999999999964,4.999999999999449,Wednesday,2,2005-W07
2005-02-17,1.3034,1.309,1.3016,1.3073,73.99999999999851,39.00000000000014,Thursday,3,2005-W07
2005-02-18,1.3074,1.3084,1.3016,1.3076,67.99999999999918,2.000000000002,Friday,4,2005-W07
2005-02-20,1.3076,1.3076,1.3048,1.3049,28.000000000001357,-27.000000000001467,Sunday,6,2005-W07
2005-02-21,1.3048,1.308,1.3035,1.3068,44.99999999999949,20.000000000000018,Monday,0,2005-W08
2005-02-22,1.3072,1.3263,1.3057,1.326,205.99999999999952,188.0000000000015,Tuesday,1,2005-W08
2005-02-23,1.3261,1.3276,1.3186,1.3217,89.99999999999898,-43.999999999999595,Wednesday,2,2005-W08
2005-02-24,1.3218,1.3271,1.3179,1.3199,91.99999999999875,-19.000000000000128,Thursday,3,2005-W08
2005-02-25,1.3199,1.325,1.3148,1.3249,101.99999999999987,49.999999999998934,Friday,4,2005-W08
2005-02-28,1.3246,1.3281,1.3222,1.3231,59.00000000000016,-15.000000000000568,Monday,0,2005-W09
2005-03-01,1.3229,1.3234,1.317,1.319,63.999999999999616,-39.00000000000014,Tuesday,1,2005-W09
2005-03-02,1.3191,1.3191,1.309,1.3146,100.99999999999997,-44.99999999999949,Wednesday,2,2005-W09
2005-03-03,1.3145,1.3168,1.3098,1.3111,69.99999999999895,-34.000000000000696,Thursday,3,2005-W09
2005-03-04,1.3111,1.3255,1.309,1.3245,164.9999999999996,134.0000000000008,Friday,4,2005-W09
2005-03-07,1.324,1.325,1.3181,1.3214,68.99999999999906,-26.000000000001577,Monday,0,2005-W10
2005-03-08,1.3224,1.3363,1.321,1.3347,153.0000000000009,122.99999999999977,Tuesday,1,2005-W10
2005-03-09,1.3349,1.3424,1.3333,1.3393,91.00000000000108,43.999999999999595,Wednesday,2,2005-W10
2005-03-10,1.3397,1.3458,1.3373,1.3421,85.00000000000173,24.000000000001798,Thursday,3,2005-W10
2005-03-11,1.3427,1.3481,1.3396,1.3457,85.00000000000173,29.999999999998916,Friday,4,2005-W10
2005-03-14,1.3465,1.3478,1.3337,1.3368,141.0,-97.00000000000043,Monday,0,2005-W11
2005-03-15,1.3368,1.3412,1.3299,1.3311,112.99999999999866,-57.000000000000384,Tuesday,1,2005-W11
2005-03-16,1.3307,1.344,1.3293,1.3422,147.00000000000156,115.00000000000065,Wednesday,2,2005-W11
2005-03-17,1.3422,1.3424,1.3344,1.3377,80.00000000000007,-45.000000000001705,Thursday,3,2005-W11
2005-03-18,1.3375,1.3387,1.3267,1.3321,120.00000000000011,-53.999999999998494,Friday,4,2005-W11
2005-03-21,1.3312,1.3318,1.3142,1.3157,176.0000000000006,-154.99999999999847,Monday,0,2005-W12
2005-03-22,1.3168,1.3224,1.3056,1.3085,167.99999999999926,-82.99999999999974,Tuesday,1,2005-W12
2005-03-23,1.307,1.3089,1.2963,1.2986,125.99999999999945,-83.99999999999963,Wednesday,2,2005-W12
2005-03-24,1.2989,1.3034,1.2936,1.2941,97.9999999999981,-47.999999999999154,Thursday,3,2005-W12
2005-03-25,1.2946,1.2971,1.2931,1.296,40.000000000000036,14.000000000000679,Friday,4,2005-W12
2005-03-28,1.2957,1.2958,1.2859,1.2896,99.0000000000002,-60.99999999999994,Monday,0,2005-W13
2005-03-29,1.2893,1.2958,1.2878,1.2929,80.00000000000007,36.000000000000476,Tuesday,1,2005-W13
2005-03-30,1.2941,1.2985,1.2914,1.2917,70.99999999999883,-23.999999999999577,Wednesday,2,2005-W13
2005-03-31,1.2919,1.3019,1.2914,1.2965,104.99999999999955,45.999999999999375,Thursday,3,2005-W13
2005-04-01,1.2963,1.3058,1.2873,1.2908,184.9999999999996,-55.000000000000604,Friday,4,2005-W13
2005-04-04,1.2895,1.2906,1.2821,1.285,84.99999999999952,-45.000000000001705,Monday,0,2005-W14
2005-04-05,1.2852,1.2879,1.2802,1.2874,77.0000000000004,22.000000000002018,Tuesday,1,2005-W14
2005-04-06,1.2861,1.2912,1.2842,1.2873,69.99999999999895,12.000000000000899,Wednesday,2,2005-W14
2005-04-07,1.2872,1.2941,1.2848,1.2856,93.00000000000085,-15.999999999998238,Thursday,3,2005-W14
2005-04-08,1.2857,1.2934,1.2811,1.2933,123.00000000000199,75.9999999999983,Friday,4,2005-W14
2005-04-11,1.2933,1.3004,1.291,1.2975,94.00000000000075,42.00000000000203,Monday,0,2005-W15
2005-04-12,1.2973,1.3016,1.2865,1.2922,151.00000000000114,-50.99999999999882,Tuesday,1,2005-W15
2005-04-13,1.2926,1.2957,1.2851,1.2919,106.00000000000165,-6.999999999999229,Wednesday,2,2005-W15
2005-04-14,1.2919,1.2923,1.2769,1.281,154.0000000000008,-109.00000000000132,Thursday,3,2005-W15
2005-04-15,1.281,1.2942,1.2781,1.2921,161.00000000000003,111.0000000000011,Friday,4,2005-W15
2005-04-18,1.2915,1.3046,1.2878,1.3027,167.99999999999926,111.99999999999876,Monday,0,2005-W16
2005-04-19,1.3018,1.3079,1.2984,1.3066,95.00000000000064,47.999999999999154,Tuesday,1,2005-W16
2005-04-20,1.3059,1.3105,1.2994,1.309,110.99999999999888,30.999999999998806,Wednesday,2,2005-W16
2005-04-21,1.3086,1.3125,1.3028,1.3052,97.00000000000043,-34.000000000000696,Thursday,3,2005-W16
2005-04-22,1.3059,1.3094,1.3023,1.3065,70.99999999999883,5.999999999999339,Friday,4,2005-W16
2005-04-25,1.3064,1.3071,1.2955,1.3002,115.99999999999832,-61.99999999999983,Monday,0,2005-W17
2005-04-26,1.3001,1.3015,1.2947,1.2988,68.00000000000139,-13.000000000000789,Tuesday,1,2005-W17
2005-04-27,1.299,1.2996,1.2907,1.2935,89.00000000000131,-54.99999999999838,Wednesday,2,2005-W17
2005-04-28,1.2931,1.2943,1.2884,1.2896,59.00000000000016,-34.999999999998366,Thursday,3,2005-W17
2005-04-29,1.2898,1.298,1.2856,1.2866,123.99999999999966,-32.00000000000092,Friday,4,2005-W17
2005-05-02,1.2866,1.2876,1.2839,1.2864,37.00000000000037,-1.9999999999997797,Monday,0,2005-W18
2005-05-03,1.2865,1.2916,1.2833,1.2877,82.99999999999974,12.000000000000899,Tuesday,1,2005-W18
2005-05-04,1.2872,1.2974,1.2871,1.2946,103.00000000000198,74.00000000000074,Wednesday,2,2005-W18
2005-05-05,1.2949,1.2992,1.2928,1.2958,63.999999999999616,9.00000000000123,Thursday,3,2005-W18
2005-05-06,1.2961,1.2966,1.2813,1.2821,152.9999999999987,-140.0000000000001,Friday,4,2005-W18
2005-05-09,1.2819,1.285,1.2792,1.2845,58.00000000000027,25.999999999999357,Monday,0,2005-W19
2005-05-10,1.2867,1.2891,1.2817,1.288,73.99999999999851,13.000000000000789,Tuesday,1,2005-W19
2005-05-11,1.2885,1.2912,1.278,1.2815,131.99999999999878,-69.99999999999895,Wednesday,2,2005-W19
2005-05-12,1.2806,1.2818,1.2685,1.2696,133.0000000000009,-109.99999999999899,Thursday,3,2005-W19
2005-05-13,1.2671,1.2691,1.2611,1.2627,79.99999999999785,-43.999999999999595,Friday,4,2005-W19
2005-05-16,1.263,1.2651,1.2583,1.2647,67.99999999999918,17.000000000000348,Monday,0,2005-W20
2005-05-17,1.2635,1.2667,1.2597,1.2609,69.99999999999895,-26.000000000001577,Tuesday,1,2005-W20
2005-05-18,1.2605,1.2691,1.2589,1.2682,101.99999999999987,77.0000000000004,Wednesday,2,2005-W20
2005-05-19,1.268,1.2691,1.2606,1.2642,84.99999999999952,-38.000000000000256,Thursday,3,2005-W20
2005-05-20,1.2647,1.2656,1.2536,1.2566,120.00000000000011,-80.99999999999996,Friday,4,2005-W20
2005-05-23,1.2552,1.2599,1.2537,1.2583,61.99999999999983,30.999999999998806,Monday,0,2005-W21
2005-05-24,1.2579,1.263,1.256,1.2586,69.99999999999895,6.999999999999229,Tuesday,1,2005-W21
2005-05-25,1.2584,1.262,1.2554,1.2603,65.99999999999939,19.000000000000128,Wednesday,2,2005-W21
2005-05-26,1.2602,1.2616,1.2497,1.2509,119.00000000000021,-93.00000000000085,Thursday,3,2005-W21
2005-05-27,1.2514,1.2591,1.2509,1.258,82.00000000000207,65.99999999999939,Friday,4,2005-W21
2005-05-30,1.2529,1.2547,1.2467,1.2477,80.00000000000007,-51.999999999998714,Monday,0,2005-W22
2005-05-31,1.2482,1.2489,1.2298,1.2308,190.99999999999895,-174.00000000000082,Tuesday,1,2005-W22
2005-06-01,1.231,1.2341,1.2162,1.2181,179.00000000000028,-129.00000000000134,Wednesday,2,2005-W22
2005-06-02,1.2199,1.2298,1.2184,1.2274,114.00000000000077,75.00000000000063,Thursday,3,2005-W22
2005-06-03,1.2276,1.2341,1.2208,1.2232,132.99999999999866,-43.999999999999595,Friday,4,2005-W22
2005-06-06,1.2231,1.2296,1.2222,1.2264,74.00000000000074,32.999999999998586,Monday,0,2005-W23
2005-06-07,1.2262,1.2315,1.2241,1.2286,74.00000000000074,23.999999999999577,Tuesday,1,2005-W23
2005-06-08,1.2288,1.2355,1.2209,1.2235,145.99999999999946,-52.99999999999861,Wednesday,2,2005-W23
2005-06-09,1.224,1.226,1.2177,1.223,82.99999999999974,-9.999999999998899,Thursday,3,2005-W23
2005-06-10,1.2232,1.225,1.2109,1.212,141.0,-112.000000000001,Friday,4,2005-W23
2005-06-13,1.211,1.2122,1.2029,1.2112,92.99999999999864,1.9999999999997797,Monday,0,2005-W24
2005-06-14,1.2114,1.2153,1.2023,1.2033,130.00000000000122,-80.99999999999996,Tuesday,1,2005-W24
2005-06-15,1.2033,1.2134,1.2018,1.212,116.00000000000054,86.9999999999993,Wednesday,2,2005-W24
2005-06-16,1.2121,1.2169,1.2059,1.2108,110.00000000000121,-12.999999999998568,Thursday,3,2005-W24
2005-06-17,1.211,1.2287,1.2093,1.2284,193.9999999999986,173.9999999999986,Friday,4,2005-W24
2005-06-20,1.222,1.224,1.2125,1.2151,115.00000000000065,-68.99999999999906,Monday,0,2005-W25
2005-06-21,1.2148,1.2187,1.2073,1.2185,113.99999999999855,36.999999999998145,Tuesday,1,2005-W25
2005-06-22,1.2177,1.2207,1.2101,1.2127,105.99999999999943,-50.00000000000115,Wednesday,2,2005-W25
2005-06-23,1.2128,1.2146,1.202,1.2044,125.99999999999945,-84.00000000000185,Thursday,3,2005-W25
2005-06-24,1.204,1.2109,1.1984,1.2103,125.00000000000178,62.99999999999972,Friday,4,2005-W25
2005-06-27,1.2095,1.2187,1.2092,1.2161,94.99999999999842,65.99999999999939,Monday,0,2005-W26
2005-06-28,1.2171,1.2177,1.2053,1.2054,123.99999999999966,-117.00000000000044,Tuesday,1,2005-W26
2005-06-29,1.2064,1.2113,1.2018,1.2071,95.00000000000064,7.0000000000014495,Wednesday,2,2005-W26
2005-06-30,1.2072,1.2121,1.2046,1.2105,75.00000000000063,32.999999999998586,Thursday,3,2005-W26
2005-07-04,1.1945,1.195,1.1893,1.1901,57.000000000000384,-43.999999999999595,Monday,0,2005-W27
2005-07-05,1.1908,1.194,1.187,1.1915,69.99999999999895,6.999999999999229,Tuesday,1,2005-W27
2005-07-06,1.1919,1.1953,1.1895,1.1932,58.00000000000027,13.000000000000789,Wednesday,2,2005-W27
2005-07-07,1.1934,1.2039,1.1911,1.1949,127.99999999999923,15.000000000000568,Thursday,3,2005-W27
2005-07-08,1.1955,1.199,1.1877,1.1969,113.00000000000088,14.000000000000679,Friday,4,2005-W27
2005-07-11,1.197,1.2088,1.1958,1.2074,130.00000000000122,103.99999999999964,Monday,0,2005-W28
2005-07-12,1.2076,1.2257,1.2055,1.2242,201.99999999999994,165.9999999999995,Tuesday,1,2005-W28
2005-07-13,1.2244,1.2245,1.2075,1.2092,169.99999999999903,-151.9999999999988,Wednesday,2,2005-W28
2005-07-14,1.2095,1.2126,1.206,1.2086,65.99999999999939,-9.00000000000123,Thursday,3,2005-W28
2005-07-15,1.2085,1.2138,1.2025,1.2044,113.00000000000088,-40.99999999999993,Friday,4,2005-W28
2005-07-18,1.2031,1.2091,1.2024,1.2054,67.0000000000015,22.999999999999687,Monday,0,2005-W29
2005-07-19,1.2055,1.2067,1.1956,1.2036,111.0000000000011,-19.000000000000128,Tuesday,1,2005-W29
2005-07-20,1.204,1.219,1.1999,1.2144,191.00000000000117,103.99999999999964,Wednesday,2,2005-W29
2005-07-21,1.2147,1.2257,1.2101,1.2171,156.00000000000057,24.000000000001798,Thursday,3,2005-W29
2005-07-22,1.2171,1.2192,1.2056,1.206,136.00000000000057,-111.0000000000011,Friday,4,2005-W29
2005-07-25,1.206,1.209,1.2029,1.206,60.99999999999994,0.0,Monday,0,2005-W30
2005-07-26,1.2062,1.207,1.1982,1.2015,88.0000000000014,-46.99999999999926,Tuesday,1,2005-W30
2005-07-27,1.2017,1.2085,1.1968,1.2075,116.99999999999821,58.00000000000027,Wednesday,2,2005-W30
2005-07-28,1.2074,1.215,1.2038,1.2137,112.000000000001,62.99999999999972,Thursday,3,2005-W30
2005-07-29,1.2135,1.2162,1.2077,1.213,84.99999999999952,-4.999999999999449,Friday,4,2005-W30
2005-08-01,1.2128,1.2252,1.2121,1.2183,131.0000000000011,54.99999999999838,Monday,0,2005-W31
2005-08-02,1.2181,1.2255,1.2173,1.2194,81.99999999999986,13.000000000000789,Tuesday,1,2005-W31
2005-08-03,1.2202,1.2345,1.2151,1.2338,193.9999999999986,136.00000000000057,Wednesday,2,2005-W31
2005-08-04,1.2344,1.2404,1.2301,1.2386,102.99999999999976,41.999999999999815,Thursday,3,2005-W31
2005-08-05,1.2387,1.2398,1.2315,1.2355,82.99999999999974,-31.999999999998696,Friday,4,2005-W31
2005-08-08,1.236,1.2392,1.2318,1.2352,74.00000000000074,-7.999999999999119,Monday,0,2005-W32
2005-08-09,1.2353,1.2416,1.2332,1.2371,83.99999999999963,18.000000000000238,Tuesday,1,2005-W32
2005-08-10,1.2371,1.2427,1.2339,1.2379,87.99999999999919,7.999999999999119,Wednesday,2,2005-W32
2005-08-11,1.2388,1.2477,1.238,1.2473,97.00000000000043,85.00000000000173,Thursday,3,2005-W32
2005-08-12,1.2473,1.2487,1.2386,1.244,100.99999999999997,-33.00000000000081,Friday,4,2005-W32
2005-08-15,1.2465,1.2468,1.2347,1.2369,121.0,-95.99999999999831,Monday,0,2005-W33
2005-08-16,1.2371,1.2375,1.2298,1.2366,77.0000000000004,-5.00000000000167,Tuesday,1,2005-W33
2005-08-17,1.2364,1.237,1.2264,1.2274,106.00000000000165,-89.99999999999898,Wednesday,2,2005-W33
2005-08-18,1.2276,1.2295,1.2161,1.2178,134.0000000000008,-98.00000000000031,Thursday,3,2005-W33
2005-08-19,1.2178,1.2195,1.2129,1.2167,65.99999999999939,-11.000000000001009,Friday,4,2005-W33
2005-08-22,1.2167,1.2244,1.2159,1.2231,84.99999999999952,64.00000000000183,Monday,0,2005-W34
2005-08-23,1.2229,1.2256,1.2194,1.2237,61.99999999999983,7.999999999999119,Tuesday,1,2005-W34
2005-08-24,1.2234,1.2283,1.2164,1.2274,119.00000000000021,40.000000000000036,Wednesday,2,2005-W34
2005-08-25,1.2271,1.233,1.2258,1.2303,72.00000000000095,31.999999999998696,Thursday,3,2005-W34
2005-08-26,1.2301,1.2343,1.2274,1.2285,68.99999999999906,-16.00000000000046,Friday,4,2005-W34
2005-08-29,1.2298,1.2349,1.2219,1.2236,130.00000000000122,-61.99999999999983,Monday,0,2005-W35
2005-08-30,1.2232,1.2239,1.2173,1.2222,65.99999999999939,-10.000000000001119,Tuesday,1,2005-W35
2005-08-31,1.2222,1.2359,1.2192,1.2349,166.99999999999937,127.00000000000156,Wednesday,2,2005-W35
2005-09-01,1.2345,1.2525,1.2329,1.2503,195.9999999999984,158.00000000000037,Thursday,3,2005-W35
2005-09-02,1.2503,1.2591,1.247,1.2542,121.0,39.00000000000014,Friday,4,2005-W35
2005-09-05,1.2541,1.2587,1.2514,1.2519,72.99999999999862,-21.999999999999797,Monday,0,2005-W36
2005-09-06,1.2528,1.2528,1.2445,1.247,82.99999999999974,-57.99999999999805,Tuesday,1,2005-W36
2005-09-07,1.2466,1.254,1.2408,1.2418,132.000000000001,-47.999999999999154,Wednesday,2,2005-W36
2005-09-08,1.2417,1.2453,1.2385,1.24,68.00000000000139,-17.000000000000348,Thursday,3,2005-W36
2005-09-09,1.2404,1.246,1.2376,1.2418,83.99999999999963,14.000000000000679,Friday,4,2005-W36
2005-09-12,1.2407,1.2418,1.2274,1.2285,143.9999999999997,-121.99999999999989,Monday,0,2005-W37
2005-09-13,1.2281,1.2318,1.2247,1.2271,71.00000000000107,-9.999999999998899,Tuesday,1,2005-W37
2005-09-14,1.2265,1.2334,1.2259,1.2289,75.00000000000063,24.000000000001798,Wednesday,2,2005-W37
2005-09-15,1.2289,1.229,1.2196,1.2225,94.00000000000075,-64.00000000000183,Thursday,3,2005-W37
2005-09-16,1.2223,1.231,1.2201,1.2233,109.00000000000132,10.000000000001119,Friday,4,2005-W37
2005-09-19,1.2171,1.2178,1.2103,1.2141,75.00000000000063,-30.000000000001137,Monday,0,2005-W38
2005-09-20,1.2141,1.2193,1.2113,1.2117,80.00000000000007,-23.999999999999577,Tuesday,1,2005-W38
2005-09-21,1.2118,1.2242,1.2113,1.2217,128.99999999999912,99.0000000000002,Wednesday,2,2005-W38
2005-09-22,1.2217,1.2271,1.2133,1.2155,138.00000000000034,-61.99999999999983,Thursday,3,2005-W38
2005-09-23,1.2153,1.2165,1.2043,1.2043,121.99999999999989,-110.00000000000121,Friday,4,2005-W38
2005-09-26,1.2032,1.2083,1.2011,1.2075,71.99999999999874,42.9999999999997,Monday,0,2005-W39
2005-09-27,1.2074,1.2084,1.1979,1.2015,104.99999999999955,-59.00000000000016,Tuesday,1,2005-W39
2005-09-28,1.2018,1.2056,1.1994,1.2039,61.99999999999983,20.999999999999908,Wednesday,2,2005-W39
2005-09-29,1.2042,1.2078,1.2006,1.2034,72.00000000000095,-7.999999999999119,Thursday,3,2005-W39
2005-09-30,1.2038,1.2093,1.1998,1.2026,95.00000000000064,-12.000000000000899,Friday,4,2005-W39
2005-10-03,1.2026,1.2035,1.1903,1.192,132.000000000001,-105.99999999999943,Monday,0,2005-W40
2005-10-04,1.1925,1.195,1.1901,1.192,49.000000000001265,-4.999999999999449,Tuesday,1,2005-W40
2005-10-05,1.1921,1.199,1.1918,1.1972,72.00000000000095,51.000000000001044,Wednesday,2,2005-W40
2005-10-06,1.1976,1.2205,1.1976,1.2183,228.9999999999992,206.9999999999994,Thursday,3,2005-W40
2005-10-07,1.2187,1.2192,1.2093,1.2125,99.0000000000002,-61.99999999999983,Friday,4,2005-W40
2005-10-10,1.2118,1.2154,1.2041,1.2068,113.00000000000088,-49.999999999998934,Monday,0,2005-W41
2005-10-11,1.2073,1.2075,1.1978,1.1994,97.00000000000043,-79.00000000000018,Tuesday,1,2005-W41
2005-10-12,1.1995,1.2053,1.1954,1.2026,99.0000000000002,30.999999999998806,Wednesday,2,2005-W41
2005-10-13,1.2024,1.2041,1.1916,1.2025,124.99999999999956,0.9999999999998899,Thursday,3,2005-W41
2005-10-14,1.2025,1.2109,1.1982,1.2085,127.00000000000156,60.00000000000006,Friday,4,2005-W41
2005-10-17,1.2086,1.2123,1.2012,1.2025,110.99999999999888,-60.99999999999994,Monday,0,2005-W42
2005-10-18,1.203,1.203,1.1918,1.1961,112.000000000001,-69.00000000000128,Tuesday,1,2005-W42
2005-10-19,1.1963,1.2006,1.1876,1.1994,129.999999999999,31.000000000001027,Wednesday,2,2005-W42
2005-10-20,1.1994,1.2026,1.195,1.2024,75.9999999999983,29.999999999998916,Thursday,3,2005-W42
2005-10-21,1.2018,1.2079,1.1931,1.1952,147.99999999999923,-65.99999999999939,Friday,4,2005-W42
2005-10-24,1.1939,1.2022,1.1923,1.1989,99.0000000000002,50.00000000000115,Monday,0,2005-W43
2005-10-25,1.1983,1.212,1.1939,1.2108,181.00000000000006,125.00000000000178,Tuesday,1,2005-W43
2005-10-26,1.2109,1.2139,1.205,1.2067,88.99999999999908,-41.999999999999815,Wednesday,2,2005-W43
2005-10-27,1.2068,1.2174,1.2043,1.2143,131.0000000000011,74.99999999999841,Thursday,3,2005-W43
2005-10-28,1.2143,1.2171,1.2051,1.2068,120.00000000000011,-74.99999999999841,Friday,4,2005-W43
