,HIGH_pct,LOW_pct
17,1.1114494518879416,0.9591961023142508
18,1.0962241169305724,1.0809987819732034
19,1.4920828258221681,1.4159561510353227
20,2.2685749086479903,2.6187576126674785
21,2.4512789281364187,2.938489646772229
22,2.649208282582217,2.2685749086479903
23,3.7911084043848966,2.710109622411693
0,7.506090133982947,7.2168087697929355
1,5.328867235079172,4.415347137637029
2,8.9068209500609,8.29780755176614
3,7.704019488428745,7.947624847746651
4,5.84652862362972,4.643727161997564
5,3.8672350791717416,3.212545676004872
6,3.2429963459196105,2.953714981729598
7,3.303897685749087,4.049939098660171
8,6.957978075517661,8.160779537149818
9,5.69427527405603,6.379415347137638
10,7.323386114494519,8.343483556638246
11,5.03958587088916,5.800852618757613
12,3.882460414129111,4.247868453105968
13,2.710109622411693,2.7405602923264314
14,3.0602923264311817,3.41047503045067
15,2.4360535931790497,1.8879415347137638
16,2.3294762484774667,2.2990255785627283
