week_key,high_day_name,high_dow,low_day_name,low_dow,weekly_range,weekly_return,high_first,low_first,same_day,distance,bullish
2006-W13,Friday,4,Wednesday,2,198.0000000000004,77.0000000000004,False,True,False,2,True
2006-W14,Thursday,3,Monday,0,300.0000000000003,-22.999999999999687,False,True,False,3,False
2006-W15,Wednesday,2,Wednesday,2,101.99999999999987,6.00000000000156,False,False,True,0,True
2006-W16,Wednesday,2,Monday,0,274.0000000000009,221.00000000000009,False,True,False,2,True
2006-W17,Friday,4,Monday,0,309.99999999999915,262.0,False,True,False,4,True
2006-W18,Friday,4,Monday,0,207.9999999999993,101.99999999999987,False,True,False,4,True
2006-W19,Friday,4,Tuesday,1,296.0000000000007,184.9999999999996,False,True,False,3,True
2006-W20,Monday,0,Friday,4,277.99999999999824,-167.99999999999926,True,False,False,4,False
2006-W21,Wednesday,2,Monday,0,197.99999999999818,-34.000000000000696,False,True,False,2,False
2006-W22,Friday,4,Monday,0,221.99999999999997,185.9999999999995,False,True,False,4,True
2006-W23,Monday,0,Friday,4,383.9999999999999,-293.000000000001,True,False,False,4,False
2006-W24,Friday,4,Tuesday,1,140.0000000000001,20.000000000000018,False,True,False,3,True
2006-W25,Thursday,3,Friday,4,201.00000000000006,-137.99999999999812,True,False,False,1,False
2006-W26,Friday,4,Monday,0,290.00000000000136,276.0000000000007,False,True,False,4,True
2006-W27,Friday,4,Wednesday,2,155.00000000000068,26.999999999999247,False,True,False,2,True
2006-W28,Monday,0,Friday,4,191.00000000000117,-165.9999999999995,True,False,False,4,False
2006-W29,Friday,4,Wednesday,2,239.0000000000003,39.00000000000014,False,True,False,2,True
2006-W30,Thursday,3,Wednesday,2,212.00000000000108,50.00000000000115,False,True,False,1,True
2006-W31,Friday,4,Tuesday,1,189.99999999999906,111.0000000000011,False,True,False,3,True
2006-W32,Thursday,3,Friday,4,200.00000000000017,-147.00000000000156,True,False,False,1,False
2006-W33,Thursday,3,Tuesday,1,189.99999999999906,103.99999999999964,False,True,False,2,True
2006-W34,Monday,0,Friday,4,214.00000000000085,-71.99999999999874,True,False,False,4,False
2006-W35,Thursday,3,Tuesday,1,126.99999999999933,73.00000000000084,False,True,False,2,True
2006-W36,Monday,0,Friday,4,221.99999999999997,-165.9999999999995,True,False,False,4,False
2006-W37,Thursday,3,Friday,4,121.99999999999989,-9.00000000000123,True,False,False,1,False
2006-W38,Friday,4,Monday,0,202.0000000000022,147.99999999999923,False,True,False,4,True
2006-W39,Monday,0,Friday,4,178.00000000000037,-109.99999999999899,True,False,False,4,False
2006-W40,Tuesday,1,Friday,4,194.99999999999852,-87.99999999999919,True,False,False,3,False
2006-W41,Monday,0,Friday,4,130.00000000000122,-82.99999999999974,True,False,False,4,False
2006-W42,Thursday,3,Monday,0,154.99999999999847,105.99999999999943,False,True,False,3,True
2006-W43,Friday,4,Tuesday,1,225.00000000000188,121.99999999999989,False,True,False,3,True
2006-W44,Wednesday,2,Tuesday,1,120.00000000000011,-15.000000000000568,False,True,False,1,False
2006-W45,Friday,4,Monday,0,208.99999999999918,123.99999999999966,False,True,False,4,True
2006-W46,Monday,0,Friday,4,114.00000000000077,-17.000000000000348,True,False,False,4,False
2006-W47,Friday,4,Tuesday,1,310.99999999999903,267.0000000000017,False,True,False,3,True
2006-W48,Friday,4,Monday,0,262.0,170.00000000000125,False,True,False,4,True
2006-W49,Monday,0,Friday,4,176.0000000000006,-133.0000000000009,True,False,False,4,False
2006-W50,Tuesday,1,Friday,4,232.99999999999875,-95.00000000000064,True,False,False,3,False
2006-W51,Wednesday,2,Monday,0,194.00000000000085,56.0000000000005,False,True,False,2,True
2006-W52,Friday,4,Tuesday,1,114.00000000000077,61.99999999999983,False,True,False,3,True
2007-W01,Monday,0,Friday,4,1767.0000000000007,1352.9999999999998,True,False,False,4,True
2007-W02,Tuesday,1,Friday,4,187.00000000000162,-98.00000000000031,True,False,False,3,False
2007-W03,Friday,4,Thursday,3,104.99999999999955,41.999999999999815,False,True,False,1,True
2007-W04,Tuesday,1,Friday,4,167.99999999999926,-44.99999999999949,True,False,False,3,False
2007-W05,Friday,4,Monday,0,165.9999999999995,45.999999999999375,False,True,False,4,True
2007-W06,Friday,4,Tuesday,1,130.9999999999989,43.999999999999595,False,True,False,3,True
2007-W07,Thursday,3,Monday,0,230.99999999999898,152.00000000000102,False,True,False,3,True
2007-W08,Tuesday,1,Thursday,3,108.99999999999909,10.999999999998789,True,False,False,2,True
2007-W09,Tuesday,1,Friday,4,118.00000000000033,24.999999999999467,True,False,False,3,True
2007-W10,Monday,0,Monday,0,140.0000000000001,-84.99999999999952,False,False,True,0,False
2007-W11,Friday,4,Monday,0,231.0000000000012,179.00000000000028,False,True,False,4,True
2007-W12,Thursday,3,Tuesday,1,139.00000000000023,-32.00000000000092,False,True,False,2,False
2007-W13,Friday,4,Monday,0,144.99999999999957,71.00000000000107,False,True,False,4,True
2007-W14,Thursday,3,Wednesday,2,122.99999999999977,2.000000000002,False,True,False,1,True
2007-W15,Friday,4,Monday,0,213.99999999999864,153.99999999999858,False,True,False,4,True
2007-W16,Friday,4,Tuesday,1,113.00000000000088,31.000000000001027,False,True,False,3,True
2007-W17,Friday,4,Monday,0,139.00000000000023,50.99999999999882,False,True,False,4,True
2007-W18,Monday,0,Friday,4,144.0000000000019,-39.00000000000014,True,False,False,4,False
2007-W19,Monday,0,Friday,4,164.9999999999996,-79.00000000000018,True,False,False,4,False
2007-W20,Tuesday,1,Friday,4,144.99999999999957,-29.000000000001247,True,False,False,3,False
2007-W21,Monday,0,Friday,4,121.0,-76.00000000000051,True,False,False,4,False
2007-W22,Tuesday,1,Friday,4,126.00000000000166,-0.9999999999998899,True,False,False,3,False
2007-W23,Tuesday,1,Friday,4,232.99999999999875,-71.00000000000107,True,False,False,3,False
2007-W24,Friday,4,Wednesday,2,125.99999999999945,14.000000000000679,False,True,False,2,True
2007-W25,Friday,4,Thursday,3,99.0000000000002,91.99999999999875,False,True,False,1,True
2007-W26,Friday,4,Wednesday,2,127.00000000000156,73.00000000000084,False,True,False,2,True
2007-W27,Thursday,3,Monday,0,132.000000000001,86.9999999999993,False,True,False,3,True
2007-W28,Friday,4,Tuesday,1,220.0000000000002,147.00000000000156,False,True,False,3,True
2007-W29,Friday,4,Wednesday,2,91.00000000000108,39.00000000000014,False,True,False,2,True
2007-W30,Tuesday,1,Friday,4,224.99999999999966,-202.99999999999986,True,False,False,3,False
2007-W31,Friday,4,Monday,0,212.00000000000108,154.99999999999847,False,True,False,4,True
2007-W32,Monday,0,Friday,4,200.00000000000017,-115.00000000000065,True,False,False,4,False
2007-W33,Monday,0,Thursday,3,348.9999999999993,-213.00000000000097,True,False,False,3,False
2007-W34,Friday,4,Wednesday,2,238.00000000000043,191.99999999999883,False,True,False,2,True
2007-W35,Friday,4,Wednesday,2,155.00000000000068,-46.99999999999926,False,True,False,2,False
2007-W36,Friday,4,Tuesday,1,246.99999999999943,136.00000000000057,False,True,False,3,True
2007-W37,Thursday,3,Monday,0,161.00000000000003,100.99999999999997,False,True,False,3,True
2007-W38,Friday,4,Tuesday,1,291.9999999999989,221.00000000000009,False,True,False,3,True
2007-W39,Friday,4,Tuesday,1,217.99999999999818,177.00000000000048,False,True,False,3,True
2007-W40,Monday,0,Friday,4,247.99999999999932,-140.0000000000001,True,False,False,4,False
2007-W41,Thursday,3,Tuesday,1,224.99999999999966,39.00000000000014,False,True,False,2,True
2007-W42,Friday,4,Tuesday,1,174.9999999999985,122.99999999999977,False,True,False,3,True
2007-W43,Friday,4,Monday,0,269.99999999999915,61.99999999999983,False,True,False,4,True
2007-W44,Friday,4,Tuesday,1,155.00000000000068,86.9999999999993,False,True,False,3,True
2007-W45,Friday,4,Monday,0,310.00000000000136,161.99999999999991,False,True,False,4,True
2007-W46,Wednesday,2,Tuesday,1,204.99999999999963,-10.000000000001119,False,True,False,1,False
2007-W47,Friday,4,Monday,0,347.00000000000176,166.99999999999937,False,True,False,4,True
2007-W48,Tuesday,1,Friday,4,282.0,-190.99999999999895,True,False,False,3,False
2007-W49,Wednesday,2,Thursday,3,243.99999999999977,19.000000000000128,True,False,False,1,True
2007-W50,Tuesday,1,Friday,4,337.0000000000006,-222.99999999999986,True,False,False,3,False
2007-W51,Monday,0,Thursday,3,141.99999999999991,-13.000000000000789,True,False,False,3,False
2007-W52,Friday,4,Monday,0,362.0000000000001,347.99999999999943,False,True,False,4,True
2008-W01,Friday,4,Wednesday,2,974.9999999999992,-650.9999999999993,False,True,False,2,False
2008-W02,Friday,4,Wednesday,2,180.00000000000017,27.999999999999137,False,True,False,2,True
2008-W03,Tuesday,1,Thursday,3,332.99999999999886,-160.00000000000014,True,False,False,2,False
2008-W04,Thursday,3,Tuesday,1,414.9999999999987,78.00000000000028,False,True,False,2,True
2008-W05,Friday,4,Monday,0,286.0000000000018,123.99999999999966,False,True,False,4,True
2008-W06,Monday,0,Thursday,3,411.00000000000136,-294.9999999999986,True,False,False,3,False
2008-W07,Friday,4,Monday,0,228.00000000000153,165.9999999999995,False,True,False,4,True
2008-W08,Friday,4,Monday,0,251.9999999999989,147.99999999999923,False,True,False,4,True
2008-W09,Friday,4,Tuesday,1,460.0000000000004,340.0000000000003,False,True,False,3,True
2008-W10,Friday,4,Wednesday,2,315.00000000000085,156.00000000000057,False,True,False,2,True
2008-W11,Friday,4,Tuesday,1,406.9999999999996,309.99999999999915,False,True,False,3,True
2008-W12,Monday,0,Thursday,3,508.99999999999943,-245.00000000000188,True,False,False,3,False
2008-W13,Wednesday,2,Monday,0,517.0000000000008,357.0000000000006,False,True,False,2,True
2008-W14,Monday,0,Thursday,3,385.99999999999966,-62.99999999999972,True,False,False,3,False
2008-W15,Thursday,3,Monday,0,288.99999999999926,75.00000000000063,False,True,False,3,True
2008-W16,Thursday,3,Monday,0,314.00000000000097,118.00000000000033,False,True,False,3,True
2008-W17,Tuesday,1,Friday,4,463.99999999999994,-176.0000000000006,True,False,False,3,False
2008-W18,Monday,0,Friday,4,334.00000000000097,-186.99999999999937,True,False,False,4,False
2008-W19,Tuesday,1,Thursday,3,309.0000000000015,44.99999999999949,True,False,False,2,True
2008-W20,Friday,4,Monday,0,236.00000000000065,125.00000000000178,False,True,False,4,True
2008-W21,Thursday,3,Monday,0,325.9999999999996,164.9999999999996,False,True,False,3,True
2008-W22,Tuesday,1,Friday,4,357.0000000000006,-212.99999999999875,True,False,False,3,False
2008-W23,Friday,4,Thursday,3,415.0000000000009,223.99999999999974,False,True,False,1,True
2008-W24,Monday,0,Friday,4,541.0000000000003,-403.9999999999999,True,False,False,4,False
2008-W25,Friday,4,Monday,0,305.9999999999996,201.00000000000006,False,True,False,4,True
2008-W26,Friday,4,Monday,0,323.99999999999983,168.99999999999915,False,True,False,4,True
2008-W27,Thursday,3,Friday,4,253.99999999999866,-72.00000000000095,True,False,False,1,False
2008-W28,Friday,4,Monday,0,335.00000000000085,239.0000000000003,False,True,False,4,True
2008-W29,Tuesday,1,Thursday,3,254.00000000000088,-118.00000000000033,True,False,False,2,False
2008-W30,Tuesday,1,Thursday,3,316.00000000000074,-132.000000000001,True,False,False,2,False
2008-W31,Monday,0,Friday,4,252.99999999999878,-144.99999999999957,True,False,False,4,False
2008-W32,Monday,0,Friday,4,630.9999999999993,-558.9999999999984,True,False,False,4,False
2008-W33,Monday,0,Friday,4,425.9999999999997,-242.0,True,False,False,4,False
2008-W34,Friday,4,Tuesday,1,278.00000000000045,114.00000000000077,False,True,False,3,True
2008-W35,Thursday,3,Tuesday,1,242.0,-112.99999999999866,False,True,False,2,False
2008-W36,Monday,0,Friday,4,525.9999999999998,-430.99999999999915,True,False,False,4,False
2008-W37,Monday,0,Thursday,3,546.9999999999997,-121.0,True,False,False,3,False
2008-W38,Thursday,3,Tuesday,1,468.99999999999943,124.99999999999956,False,True,False,2,True
2008-W39,Monday,0,Monday,0,430.0000000000015,125.99999999999945,False,False,True,0,True
2008-W40,Monday,0,Friday,4,867.0,-782.0000000000005,True,False,False,4,False
2008-W41,Thursday,3,Friday,4,525.9999999999998,-257.00000000000057,True,False,False,1,False
2008-W42,Tuesday,1,Thursday,3,423.00000000000006,-163.99999999999972,True,False,False,2,False
2008-W43,Monday,0,Friday,4,1033.9999999999993,-806.9999999999999,True,False,False,4,False
2008-W44,Thursday,3,Tuesday,1,968.0,161.99999999999991,False,True,False,2,True
2008-W45,Wednesday,2,Tuesday,1,590.0000000000016,-34.000000000000696,False,True,False,1,False
2008-W46,Monday,0,Thursday,3,538.9999999999984,-221.99999999999997,True,False,False,3,False
2008-W47,Wednesday,2,Friday,4,391.00000000000136,51.000000000001044,True,False,False,2,True
2008-W48,Tuesday,1,Monday,0,514.0000000000011,100.99999999999997,False,True,False,1,True
2008-W49,Thursday,3,Thursday,3,298.9999999999982,5.999999999999339,False,False,True,0,True
2008-W50,Friday,4,Monday,0,695.9999999999989,635.9999999999987,False,True,False,4,True
2008-W51,Thursday,3,Monday,0,1350.0,537.0000000000008,False,True,False,3,True
2008-W52,Monday,0,Monday,0,221.99999999999997,92.00000000000097,False,False,True,0,True
2009-W02,Monday,0,Tuesday,1,651.0000000000016,-429.99999999999926,True,False,False,1,False
2009-W03,Monday,0,Thursday,3,454.0000000000011,-214.00000000000085,True,False,False,3,False
2009-W04,Monday,0,Friday,4,622.0000000000003,-370.0000000000014,True,False,False,4,False
2009-W05,Tuesday,1,Friday,4,565.9999999999999,-154.99999999999847,True,False,False,3,False
2009-W06,Wednesday,2,Monday,0,364.9999999999998,171.9999999999988,False,True,False,2,True
2009-W07,Monday,0,Thursday,3,371.0000000000013,-105.99999999999943,True,False,False,3,False
2009-W08,Friday,4,Wednesday,2,369.9999999999992,44.99999999999949,False,True,False,2,True
2009-W09,Monday,0,Friday,4,387.99999999999943,-135.99999999999835,True,False,False,4,False
2009-W10,Friday,4,Wednesday,2,298.0000000000005,19.000000000000128,False,True,False,2,True
2009-W11,Friday,4,Monday,0,401.0000000000002,273.9999999999987,False,True,False,4,True
2009-W12,Thursday,3,Monday,0,904.0000000000003,701.0000000000005,False,True,False,3,True
2009-W13,Monday,0,Friday,4,478.9999999999983,-336.00000000000074,True,False,False,4,False
2009-W14,Thursday,3,Monday,0,403.9999999999999,256.0000000000007,False,True,False,3,True
2009-W15,Monday,0,Friday,4,492.0000000000013,-314.00000000000097,True,False,False,4,False
2009-W16,Monday,0,Friday,4,377.99999999999835,-146.99999999999935,True,False,False,4,False
2009-W17,Friday,4,Wednesday,2,416.0000000000008,180.00000000000017,False,True,False,2,True
2009-W18,Thursday,3,Tuesday,1,421.0000000000003,22.999999999999687,False,True,False,2,True
2009-W19,Friday,4,Monday,0,439.0000000000005,364.9999999999998,False,True,False,4,True
2009-W20,Wednesday,2,Friday,4,260.0000000000002,-152.00000000000102,True,False,False,2,False
2009-W21,Friday,4,Monday,0,626.9999999999998,518.9999999999984,False,True,False,4,True
2009-W22,Friday,4,Thursday,3,376.0000000000008,142.9999999999998,False,True,False,1,True
2009-W23,Wednesday,2,Friday,4,404.99999999999983,-175.0000000000007,True,False,False,2,False
2009-W24,Thursday,3,Monday,0,372.99999999999886,46.99999999999926,False,True,False,3,True
2009-W25,Friday,4,Tuesday,1,263.9999999999998,-56.0000000000005,False,True,False,3,False
2009-W26,Wednesday,2,Monday,0,310.99999999999903,110.99999999999888,False,True,False,2,True
2009-W27,Wednesday,2,Friday,4,273.9999999999987,-85.00000000000173,True,False,False,2,False
2009-W28,Thursday,3,Wednesday,2,237.00000000000054,-22.999999999999687,False,True,False,1,False
2009-W29,Thursday,3,Monday,0,269.0000000000015,155.00000000000068,False,True,False,3,True
2009-W30,Thursday,3,Monday,0,196.00000000000063,106.00000000000165,False,True,False,3,True
2009-W31,Tuesday,1,Wednesday,2,296.99999999999835,32.999999999998586,True,False,False,1,True
2009-W32,Wednesday,2,Friday,4,293.000000000001,-84.00000000000185,True,False,False,2,False
2009-W33,Thursday,3,Wednesday,2,241.0000000000001,22.999999999999687,False,True,False,1,True
2009-W34,Friday,4,Monday,0,328.9999999999993,139.00000000000023,False,True,False,4,True
2009-W35,Thursday,3,Wednesday,2,199.00000000000028,-31.000000000001027,False,True,False,1,False
2009-W36,Tuesday,1,Tuesday,1,201.00000000000006,-11.000000000001009,False,False,True,0,False
2009-W37,Friday,4,Monday,0,334.00000000000097,267.0000000000017,False,True,False,4,True
2009-W38,Thursday,3,Monday,0,251.9999999999989,106.99999999999932,False,True,False,3,True
2009-W39,Wednesday,2,Monday,0,230.99999999999898,-13.999999999998458,False,True,False,2,False
2009-W40,Monday,0,Friday,4,240.00000000000023,-126.99999999999933,True,False,False,4,False
2009-W41,Thursday,3,Monday,0,237.00000000000054,114.99999999999844,False,True,False,3,True
2009-W42,Friday,4,Monday,0,287.9999999999994,180.00000000000017,False,True,False,4,True
2009-W43,Friday,4,Monday,0,230.99999999999898,120.00000000000011,False,True,False,4,True
2009-W44,Monday,0,Thursday,3,380.00000000000034,-272.00000000000114,True,False,False,3,False
2009-W45,Thursday,3,Tuesday,1,292.00000000000114,127.99999999999923,False,True,False,2,True
2009-W46,Wednesday,2,Thursday,3,227.99999999999932,20.999999999999908,True,False,False,1,True
2009-W47,Monday,0,Friday,4,215.00000000000074,-59.00000000000016,True,False,False,4,False
2009-W48,Wednesday,2,Friday,4,314.99999999999864,124.99999999999956,True,False,False,2,True
2009-W49,Thursday,3,Friday,4,319.0000000000004,-159.00000000000026,True,False,False,1,False
2009-W50,Monday,0,Friday,4,319.0000000000004,-239.0000000000003,True,False,False,4,False
2009-W51,Monday,0,Friday,4,423.99999999999994,-290.99999999999903,True,False,False,4,False
2009-W52,Thursday,3,Tuesday,1,201.00000000000006,57.000000000000384,False,True,False,2,True
2009-W53,Tuesday,1,Wednesday,2,184.9999999999996,-65.00000000000172,True,False,False,1,False
2010-W01,Tuesday,1,Monday,0,225.99999999999955,108.00000000000142,False,True,False,1,True
2010-W02,Wednesday,2,Friday,4,242.0,-41.999999999999815,True,False,False,2,False
2010-W03,Tuesday,1,Thursday,3,383.9999999999999,-215.00000000000074,True,False,False,2,False
2010-W04,Monday,0,Friday,4,331.999999999999,-293.9999999999987,True,False,False,4,False
2010-W05,Wednesday,2,Friday,4,440.0000000000004,-188.0000000000015,True,False,False,2,False
2010-W06,Tuesday,1,Friday,4,307.9999999999994,-26.999999999999247,True,False,False,3,False
2010-W07,Wednesday,2,Friday,4,345.99999999999966,-14.000000000000679,True,False,False,2,False
2010-W08,Tuesday,1,Thursday,3,241.0000000000001,-5.999999999999339,True,False,False,2,False
2010-W09,Wednesday,2,Tuesday,1,299.0000000000004,-2.9999999999996696,False,True,False,1,False
2010-W10,Friday,4,Tuesday,1,259.00000000000034,137.00000000000045,False,True,False,3,True
2010-W11,Wednesday,2,Friday,4,314.99999999999864,-247.99999999999932,True,False,False,2,False
2010-W12,Tuesday,1,Thursday,3,302.00000000000006,-127.99999999999923,True,False,False,2,False
2010-W13,Thursday,3,Wednesday,2,206.9999999999994,33.00000000000081,False,True,False,1,True
2010-W14,Monday,0,Thursday,3,255.99999999999847,0.9999999999998899,True,False,False,3,True
2010-W15,Monday,0,Friday,4,220.0000000000002,-160.00000000000014,True,False,False,4,False
2010-W16,Tuesday,1,Friday,4,320.0000000000003,-83.99999999999963,True,False,False,3,False
2010-W17,Tuesday,1,Wednesday,2,302.00000000000006,-55.000000000000604,True,False,False,1,False
2010-W18,Monday,0,Thursday,3,841.0000000000007,-608.0000000000018,True,False,False,3,False
2010-W19,Monday,0,Friday,4,738.9999999999985,-562.0000000000002,True,False,False,4,False
2010-W20,Friday,4,Wednesday,2,527.9999999999995,227.99999999999932,False,True,False,2,True
2010-W21,Monday,0,Thursday,3,408.9999999999994,-265.99999999999955,True,False,False,3,False
2010-W22,Tuesday,1,Friday,4,398.00000000000057,-298.9999999999982,True,False,False,3,False
2010-W23,Friday,4,Monday,0,276.0000000000007,182.99999999999983,False,True,False,4,True
2010-W24,Friday,4,Monday,0,300.0000000000003,258.9999999999981,False,True,False,4,True
2010-W25,Monday,0,Wednesday,2,258.9999999999981,-84.00000000000185,True,False,False,2,False
2010-W26,Friday,4,Tuesday,1,459.9999999999982,191.99999999999883,False,True,False,3,True
2010-W27,Friday,4,Tuesday,1,248.99999999999923,78.00000000000028,False,True,False,3,True
2010-W28,Friday,4,Tuesday,1,484.0,292.9999999999988,False,True,False,3,True
2010-W29,Tuesday,1,Wednesday,2,296.0000000000007,2.9999999999996696,True,False,False,1,True
2010-W30,Thursday,3,Monday,0,228.9999999999992,160.00000000000014,False,True,False,3,True
2010-W31,Friday,4,Monday,0,280.0000000000002,218.00000000000043,False,True,False,4,True
2010-W32,Monday,0,Friday,4,559.0000000000006,-540.9999999999982,True,False,False,4,False
2010-W33,Wednesday,2,Friday,4,258.00000000000045,-54.00000000000071,True,False,False,2,False
2010-W34,Friday,4,Tuesday,1,191.00000000000117,58.00000000000027,False,True,False,3,True
2010-W35,Friday,4,Tuesday,1,272.00000000000114,135.00000000000068,False,True,False,3,True
2010-W36,Monday,0,Friday,4,274.0000000000009,-210.99999999999898,True,False,False,4,False
2010-W37,Friday,4,Monday,0,456.00000000000085,333.99999999999875,False,True,False,4,True
2010-W38,Friday,4,Monday,0,466.99999999999966,425.9999999999997,False,True,False,4,True
2010-W39,Friday,4,Tuesday,1,410.99999999999915,303.99999999999983,False,True,False,3,True
2010-W40,Thursday,3,Tuesday,1,392.00000000000125,135.99999999999835,False,True,False,2,True
2010-W41,Friday,4,Tuesday,1,383.9999999999999,-18.000000000000238,False,True,False,3,False
2010-W42,Thursday,3,Wednesday,2,352.0000000000012,-38.000000000000256,False,True,False,1,False
2010-W43,Monday,0,Wednesday,2,345.99999999999966,-26.999999999999247,True,False,False,2,False
2010-W44,Thursday,3,Monday,0,417.99999999999835,70.00000000000117,False,True,False,3,True
2010-W45,Monday,0,Friday,4,512.0000000000014,-366.99999999999955,True,False,False,4,False
2010-W46,Monday,0,Tuesday,1,302.99999999999994,-35.00000000000058,True,False,False,1,False
2010-W47,Monday,0,Friday,4,585.9999999999999,-478.9999999999983,True,False,False,4,False
2010-W48,Friday,4,Tuesday,1,468.99999999999943,129.999999999999,False,True,False,3,True
2010-W49,Monday,0,Thursday,3,258.00000000000045,-148.99999999999915,True,False,False,3,False
2010-W50,Tuesday,1,Friday,4,366.0000000000019,-10.000000000001119,True,False,False,3,False
2010-W51,Tuesday,1,Thursday,3,147.00000000000156,-69.99999999999895,True,False,False,2,False
2010-W52,Friday,4,Monday,0,352.0000000000012,250.00000000000134,False,True,False,4,True
2011-W01,Tuesday,1,Friday,4,528.9999999999994,-439.0000000000005,True,False,False,3,False
2011-W02,Friday,4,Monday,0,582.999999999998,511.99999999999915,False,True,False,4,True
2011-W03,Friday,4,Monday,0,381.0000000000002,236.00000000000065,False,True,False,4,True
2011-W04,Thursday,3,Monday,0,217.99999999999818,-30.000000000001137,False,True,False,3,False
2011-W05,Wednesday,2,Friday,4,317.9999999999983,-6.999999999999229,True,False,False,2,False
2011-W06,Wednesday,2,Friday,4,247.00000000000165,-6.00000000000156,True,False,False,2,False
2011-W07,Friday,4,Monday,0,286.9999999999995,185.9999999999995,False,True,False,4,True
2011-W08,Friday,4,Tuesday,1,312.99999999999886,51.999999999998714,False,True,False,3,True
2011-W09,Friday,4,Monday,0,296.0000000000007,228.00000000000153,False,True,False,4,True
2011-W10,Monday,0,Friday,4,283.99999999999983,-85.9999999999994,True,False,False,4,False
2011-W11,Friday,4,Tuesday,1,328.9999999999993,217.99999999999818,False,True,False,3,True
2011-W12,Tuesday,1,Thursday,3,194.00000000000085,-107.9999999999992,True,False,False,2,False
2011-W13,Friday,4,Monday,0,225.00000000000188,194.00000000000085,False,True,False,4,True
2011-W14,Friday,4,Tuesday,1,337.0000000000006,251.9999999999989,False,True,False,3,True
2011-W15,Wednesday,2,Thursday,3,155.00000000000068,-42.9999999999997,True,False,False,1,False
2011-W16,Thursday,3,Monday,0,492.0000000000013,147.99999999999923,False,True,False,3,True
2011-W17,Thursday,3,Tuesday,1,388.9999999999993,245.99999999999955,False,True,False,2,True
2011-W18,Wednesday,2,Friday,4,629.9999999999994,-501.00000000000034,True,False,False,2,False
2011-W19,Monday,0,Friday,4,374.9999999999987,-245.99999999999955,True,False,False,4,False
2011-W20,Friday,4,Monday,0,296.99999999999835,69.99999999999895,False,True,False,4,True
2011-W21,Friday,4,Monday,0,354.99999999999864,192.99999999999872,False,True,False,4,True
2011-W22,Friday,4,Monday,0,385.99999999999966,313.0000000000011,False,True,False,4,True
2011-W23,Tuesday,1,Friday,4,374.000000000001,-263.9999999999998,True,False,False,3,False
2011-W24,Tuesday,1,Thursday,3,423.99999999999994,-13.000000000000789,True,False,False,2,False
2011-W25,Wednesday,2,Thursday,3,315.9999999999985,-91.99999999999875,True,False,False,1,False
2011-W26,Friday,4,Monday,0,449.0000000000016,332.99999999999886,False,True,False,4,True
2011-W27,Monday,0,Friday,4,371.999999999999,-270.00000000000136,True,False,False,4,False
2011-W28,Thursday,3,Tuesday,1,445.9999999999997,-51.000000000001044,False,True,False,2,False
2011-W29,Friday,4,Monday,0,423.99999999999994,250.999999999999,False,True,False,4,True
2011-W30,Wednesday,2,Friday,4,305.9999999999996,9.999999999998899,True,False,False,2,True
2011-W31,Monday,0,Friday,4,399.00000000000045,-100.00000000000009,True,False,False,4,False
2011-W32,Monday,0,Thursday,3,327.99999999999943,-176.99999999999827,True,False,False,3,False
2011-W33,Wednesday,2,Monday,0,264.99999999999966,127.99999999999923,False,True,False,2,True
2011-W34,Friday,4,Thursday,3,173.9999999999986,119.00000000000021,False,True,False,1,True
2011-W35,Monday,0,Friday,4,365.000000000002,-294.9999999999986,True,False,False,4,False
2011-W36,Tuesday,1,Friday,4,622.0000000000003,-506.99999999999966,True,False,False,3,False
2011-W37,Thursday,3,Monday,0,433.9999999999988,208.99999999999918,False,True,False,3,True
2011-W38,Wednesday,2,Thursday,3,402.0000000000001,-191.99999999999883,True,False,False,1,False
2011-W39,Wednesday,2,Monday,0,327.99999999999943,-134.0000000000008,False,True,False,2,False
2011-W40,Friday,4,Tuesday,1,379.00000000000045,32.999999999998586,False,True,False,3,True
2011-W41,Friday,4,Monday,0,517.0000000000008,491.9999999999991,False,True,False,4,True
2011-W42,Monday,0,Tuesday,1,262.0,27.999999999999137,True,False,False,1,True
2011-W43,Thursday,3,Wednesday,2,450.00000000000153,307.9999999999994,False,True,False,1,True
2011-W44,Monday,0,Tuesday,1,562.0000000000002,-349.9999999999992,True,False,False,1,False
2011-W45,Wednesday,2,Thursday,3,373.99999999999875,-78.00000000000028,True,False,False,1,False
2011-W46,Monday,0,Thursday,3,387.99999999999943,-283.99999999999983,True,False,False,3,False
2011-W47,Tuesday,1,Friday,4,356.00000000000074,-273.9999999999987,True,False,False,3,False
2011-W48,Friday,4,Wednesday,2,288.99999999999926,67.99999999999918,False,True,False,2,True
2011-W49,Monday,0,Friday,4,204.9000000000012,-33.30000000000055,True,False,False,4,False
2011-W50,Monday,0,Wednesday,2,435.4999999999998,-336.00000000000074,True,False,False,2,False
2011-W51,Wednesday,2,Monday,0,213.9000000000002,0.09999999999843467,False,True,False,2,True
2011-W52,Tuesday,1,Thursday,3,224.89999999999898,-97.70000000000056,True,False,False,2,False
2012-W01,Monday,0,Friday,4,537.3000000000005,260.40000000000066,True,False,False,4,True
2012-W02,Friday,4,Friday,4,252.09999999999954,-14.300000000000423,False,False,True,0,False
2012-W03,Friday,4,Monday,0,360.20000000000164,294.20000000000005,False,True,False,4,True
2012-W04,Friday,4,Monday,0,357.89999999999986,338.7999999999991,False,True,False,4,True
2012-W05,Monday,0,Wednesday,2,201.80000000000086,-70.40000000000157,True,False,False,2,False
