trading_date,session,block_high,block_high_first,block_low,block_low_first,block_open,block_close,block_range_pips,block_return_pips,daily_range_pips,contribution_pct,daily_open,daily_close,price_at_ny_start,direction_pre_ny,direction_result,extension_pips,asia_high,london_high,high_before_ny,low_before_ny,new_high,new_low,session_of_high_before,session_of_low_before
2008-04-03,NY,1.5772,1.5721,1.5685,1.572,1.5721,1.5745,36.00000000000048,23.999999999999577,36.00000000000048,100.0,1.5686,1.574,1.572,BULLISH,UP,24.999999999999467,True,True,1.5743,1.564,True,False,Post-London,Asia
2008-04-06,NY,1.5728,1.5704,1.5684,1.5702,1.5703,1.5713,8.00000000000134,9.9999999999989,19.000000000000128,42.105263157901504,1.5733,1.5713,1.5704,BEARISH,UP,8.999999999999009,True,True,1.5734,1.5628,False,False,Asia,London
2008-04-07,NY,1.573,1.5718,1.5675,1.5714,1.5717,1.571,11.000000000001007,-7.0000000000014495,40.00000000000004,27.5000000000025,1.5714,1.5713,1.5716,BULLISH,DOWN,-6.00000000000156,True,False,1.5801,1.5701,False,True,Asia,Post-London
2008-04-08,NY,1.5789,1.5724,1.5717,1.5722,1.5722,1.5777,10.999999999998789,55.00000000000061,17.000000000000348,64.70588235293272,1.5712,1.5834,1.5721,BULLISH,UP,56.0000000000005,True,True,1.5743,1.5689,True,False,Post-London,Asia
2008-04-09,NY,1.5887,1.5875,1.5787,1.5871,1.5872,1.5792,17.000000000000348,-80.00000000000007,18.000000000000238,94.44444444444512,1.5832,1.5745,1.5871,BULLISH,DOWN,-79.00000000000018,True,False,1.5917,1.5815,False,True,Post-London,London
2008-04-10,NY,1.5848,1.5832,1.5803,1.5828,1.5832,1.5821,13.000000000000789,-10.999999999998789,13.000000000000789,100.0,1.5744,1.5808,1.5831,BULLISH,DOWN,-9.999999999998899,True,False,1.5857,1.5744,False,False,Post-London,Asia
2008-04-13,NY,1.5888,1.5877,1.5832,1.5873,1.5874,1.5841,15.000000000000568,-32.999999999998586,16.00000000000046,93.75000000000088,1.5699,1.5832,1.5875,BULLISH,DOWN,-33.99999999999848,True,True,1.5877,1.5672,True,False,Post-London,Asia
2008-04-14,NY,1.5842,1.5836,1.578,1.5835,1.5836,1.5804,16.00000000000046,-31.999999999998696,37.00000000000037,43.24324324324405,1.5831,1.579,1.5835,BULLISH,DOWN,-30.999999999998806,False,True,1.5876,1.581,False,True,London,Asia
2008-04-15,NY,1.597,1.5939,1.5925,1.5937,1.5938,1.5951,19.000000000000128,12.999999999998568,21.9999999999998,86.36363636363774,1.5789,1.5948,1.5939,BULLISH,UP,11.999999999998678,True,False,1.597,1.578,False,False,Post-London,Asia
2008-04-16,NY,1.5947,1.5864,1.5855,1.5855,1.5855,1.5904,23.999999999999577,49.00000000000127,40.00000000000004,59.99999999999888,1.5949,1.5909,1.5856,BEARISH,UP,48.00000000000138,True,True,1.5986,1.5849,False,False,Post-London,Post-London
2008-04-17,NY,1.5792,1.5787,1.5714,1.5782,1.5784,1.5734,20.000000000000018,-50.00000000000115,20.000000000000018,100.0,1.591,1.5817,1.5783,BEARISH,DOWN,-49.000000000001265,False,True,1.5958,1.5772,False,True,London,Post-London
2008-04-20,NY,1.5951,1.5907,1.5898,1.5905,1.5906,1.592,16.00000000000046,14.00000000000068,16.00000000000046,100.0,1.5807,1.5914,1.5907,BULLISH,UP,13.000000000000789,True,True,1.5923,1.5793,True,False,Post-London,London
2008-04-21,NY,1.6003,1.5935,1.5896,1.5934,1.5935,1.5979,28.999999999999027,44.00000000000182,28.999999999999027,100.0,1.5915,1.5992,1.5936,BULLISH,UP,43.000000000001926,True,True,1.5971,1.5835,True,False,Post-London,London
2008-04-22,NY,1.5957,1.595,1.5863,1.5944,1.595,1.5881,14.00000000000068,-68.99999999999906,14.00000000000068,100.0,1.5994,1.5892,1.5949,BEARISH,DOWN,-67.99999999999918,False,True,1.6,1.5938,False,True,Post-Asia,Post-London
2008-04-23,NY,1.5776,1.5764,1.5677,1.5761,1.5761,1.5702,28.00000000000136,-59.00000000000016,43.9999999999996,63.63636363636731,1.5893,1.5682,1.576,BEARISH,DOWN,-58.00000000000027,True,True,1.5893,1.5721,False,True,Asia,Post-London
2008-04-24,NY,1.5665,1.5614,1.5589,1.5613,1.5614,1.5662,13.999999999998458,48.00000000000138,15.000000000000568,93.33333333331952,1.5683,1.5631,1.5615,BEARISH,UP,46.99999999999926,True,True,1.571,1.5556,False,False,Asia,London
2008-04-27,NY,1.5655,1.5636,1.5597,1.563,1.5636,1.5643,9.9999999999989,6.999999999999229,20.999999999999908,47.61904761904258,1.5613,1.5657,1.5635,BULLISH,UP,8.00000000000134,True,True,1.5696,1.5613,False,True,Post-London,Asia
2008-04-28,NY,1.562,1.5569,1.5547,1.5566,1.5566,1.5609,18.000000000000238,42.9999999999997,20.999999999999908,85.71428571428721,1.5658,1.5572,1.5568,BEARISH,UP,40.99999999999993,False,True,1.5661,1.5542,False,False,Asia,London
2008-04-29,NY,1.558,1.5565,1.5519,1.5559,1.5559,1.5569,20.000000000000018,9.9999999999989,31.000000000001027,64.51612903225599,1.5573,1.5624,1.5558,BEARISH,UP,10.999999999998789,True,False,1.5612,1.5527,False,True,London,Post-London
2008-04-30,NY,1.5526,1.5524,1.5443,1.5521,1.5521,1.5451,30.000000000001137,-70.00000000000117,30.000000000001137,100.0,1.5623,1.5475,1.5522,BEARISH,DOWN,-71.00000000000107,False,True,1.5645,1.5498,False,True,Asia,Post-London
2008-05-01,NY,1.5483,1.5461,1.5362,1.546,1.546,1.5406,53.999999999998494,-54.00000000000071,53.999999999998494,100.0,1.5476,1.5426,1.5461,BEARISH,DOWN,-55.000000000000604,False,True,1.5501,1.5441,False,True,Post-London,London
2008-05-04,NY,1.5491,1.5461,1.5427,1.5458,1.5458,1.5482,20.000000000000018,23.999999999999577,20.000000000000018,100.0,1.5438,1.5498,1.5457,BULLISH,UP,24.999999999999467,True,True,1.5501,1.5438,False,True,London,Asia
2008-05-05,NY,1.5595,1.5539,1.5521,1.5535,1.5535,1.5556,13.000000000000789,20.999999999999908,15.000000000000568,86.66666666666865,1.5499,1.5535,1.5534,BULLISH,UP,22.000000000002018,False,True,1.5548,1.5454,True,False,Post-London,London
2008-05-06,NY,1.5441,1.5439,1.5377,1.5438,1.5439,1.54,13.999999999998458,-39.00000000000014,21.9999999999998,63.63636363635722,1.553,1.5394,1.5438,BEARISH,DOWN,-38.000000000000256,True,False,1.553,1.5412,False,True,Asia,Post-London
2008-05-07,NY,1.5444,1.5372,1.5314,1.5368,1.537,1.5423,20.999999999999908,53.00000000000082,22.999999999999687,91.3043478260878,1.5393,1.5397,1.5371,BEARISH,UP,52.00000000000094,True,False,1.5393,1.5286,True,False,Post-London,Asia
2008-05-08,NY,1.5467,1.546,1.5423,1.5457,1.5459,1.5434,20.000000000000018,-24.999999999999467,20.000000000000018,100.0,1.5396,1.5483,1.546,BULLISH,DOWN,-25.999999999999357,False,True,1.549,1.5396,False,False,London,Asia
2008-05-11,NY,1.5508,1.545,1.5432,1.5447,1.5448,1.5505,10.00000000000112,57.000000000000384,18.000000000000238,55.55555555556104,1.5453,1.5555,1.5447,BEARISH,UP,58.00000000000027,True,True,1.5487,1.5367,True,False,Asia,London
2008-05-12,NY,1.549,1.5477,1.5433,1.5474,1.5477,1.5487,20.000000000000018,9.9999999999989,20.000000000000018,100.0,1.5554,1.5477,1.5476,BEARISH,UP,10.999999999998789,True,True,1.5569,1.5447,False,True,Post-Asia,Post-London
2008-05-13,NY,1.549,1.5439,1.5435,1.5438,1.5438,1.5457,31.999999999998696,19.000000000000128,31.999999999998696,100.0,1.5478,1.5476,1.5439,BEARISH,UP,18.000000000000238,True,True,1.5485,1.5398,True,False,Asia,London
2008-05-14,NY,1.552,1.548,1.546,1.5477,1.5477,1.5479,15.000000000000568,1.99999999999978,21.9999999999998,68.1818181818214,1.5475,1.5449,1.5478,BULLISH,UP,0.9999999999998899,False,True,1.5548,1.5454,False,False,London,Asia
2008-05-15,NY,1.5569,1.5492,1.5451,1.5487,1.5487,1.5553,17.000000000000348,65.99999999999939,17.000000000000348,100.0,1.5448,1.5578,1.5486,BULLISH,UP,66.99999999999929,False,False,1.5524,1.5448,True,False,Post-London,Post-London
2008-05-18,NY,1.5595,1.559,1.55,1.5589,1.559,1.5515,17.999999999998018,-74.99999999999841,17.999999999998018,100.0,1.5597,1.5513,1.5589,BEARISH,DOWN,-73.99999999999851,False,True,1.5635,1.5563,False,True,London,Asia
2008-05-19,NY,1.5682,1.5644,1.5627,1.5641,1.5644,1.5639,23.999999999999577,-4.999999999999449,23.999999999999577,100.0,1.5516,1.5648,1.5643,BULLISH,DOWN,-3.9999999999995595,True,True,1.5675,1.5505,True,False,Post-London,Asia
2008-05-20,NY,1.5774,1.5761,1.5734,1.5759,1.5761,1.5768,18.000000000000238,6.999999999999229,70.00000000000117,25.71428571428563,1.5647,1.5797,1.5762,BULLISH,UP,5.999999999999339,True,True,1.5776,1.5633,False,False,Post-London,London
2008-05-21,NY,1.5768,1.5756,1.5699,1.5753,1.5755,1.5718,15.999999999998238,-36.99999999999815,18.000000000000238,88.88888888887793,1.5796,1.5735,1.5756,BEARISH,DOWN,-37.99999999999804,False,True,1.5815,1.5745,False,True,London,London
2008-05-22,NY,1.5779,1.5758,1.5742,1.5754,1.5758,1.5769,16.00000000000046,10.999999999998789,16.00000000000046,100.0,1.5734,1.5762,1.5757,BULLISH,UP,11.999999999998678,False,False,1.5758,1.5699,True,False,Post-London,London
2008-05-25,NY,1.5786,1.5755,1.5754,1.5754,1.5755,1.5779,3.99999999999956,24.0000000000018,7.999999999999119,50.0,1.577,1.5772,1.5754,BEARISH,UP,25.000000000001688,False,False,1.5795,1.5743,False,False,Asia,London
2008-05-26,NY,1.5766,1.5761,1.5704,1.5759,1.576,1.5723,18.000000000000238,-37.00000000000037,18.000000000000238,100.0,1.5773,1.5693,1.5759,BEARISH,DOWN,-36.000000000000476,False,True,1.582,1.5728,False,True,London,London
2008-05-27,NY,1.5671,1.5659,1.5614,1.5656,1.5659,1.5629,12.0000000000009,-30.000000000001137,13.000000000000789,92.30769230769364,1.5691,1.564,1.5658,BEARISH,DOWN,-29.000000000001247,True,True,1.5762,1.5642,False,True,London,Post-London
2008-05-28,NY,1.559,1.5563,1.5521,1.556,1.5561,1.5535,14.999999999998348,-25.99999999999936,14.999999999998348,100.0,1.5642,1.552,1.556,BEARISH,DOWN,-24.999999999999467,True,True,1.5665,1.5548,False,True,Asia,London
2008-05-29,NY,1.5553,1.5521,1.5495,1.552,1.552,1.5542,9.00000000000123,21.9999999999998,27.999999999999137,32.142857142862525,1.5519,1.5557,1.5521,BULLISH,UP,20.999999999999908,False,True,1.5542,1.5463,True,False,Post-Asia,London
2008-06-01,NY,1.5534,1.552,1.5488,1.5518,1.5518,1.553,20.999999999999908,11.999999999998678,20.999999999999908,100.0,1.5557,1.5538,1.5517,BEARISH,UP,12.999999999998568,True,False,1.5571,1.5514,False,True,Post-London,Post-London
2008-06-02,NY,1.5609,1.5588,1.5412,1.5586,1.5587,1.5463,27.999999999999137,-123.99999999999966,27.999999999999137,100.0,1.554,1.5446,1.5586,BULLISH,DOWN,-122.99999999999977,True,False,1.5629,1.5521,False,True,London,Asia
2008-06-03,NY,1.5485,1.5473,1.5426,1.547,1.547,1.5448,24.999999999999467,-21.9999999999998,24.999999999999467,100.0,1.5447,1.5443,1.5469,BULLISH,DOWN,-20.999999999999908,False,True,1.5484,1.5421,True,False,London,London
2008-06-04,NY,1.5565,1.5411,1.5366,1.5409,1.5409,1.5538,29.000000000001247,129.00000000000134,29.000000000001247,100.0,1.5444,1.5597,1.541,BEARISH,UP,128.00000000000145,False,False,1.5457,1.5378,True,True,London,Post-London
2008-06-05,NY,1.5736,1.5603,1.5592,1.5597,1.5597,1.5736,83.00000000000196,139.00000000000023,83.00000000000196,100.0,1.5596,1.5781,1.5599,BULLISH,UP,137.00000000000045,False,True,1.562,1.5575,True,False,London,London
2008-06-08,NY,1.5796,1.5796,1.5665,1.5792,1.5794,1.5731,29.99999999999892,-62.99999999999972,29.99999999999892,100.0,1.5787,1.5648,1.5793,BULLISH,DOWN,-61.99999999999983,True,True,1.5846,1.5766,False,True,London,Asia
2008-06-09,NY,1.5542,1.5526,1.5482,1.5524,1.5524,1.5482,13.000000000000789,-41.999999999999815,26.999999999999247,48.148148148152416,1.5648,1.5468,1.5525,BEARISH,DOWN,-42.9999999999997,True,True,1.5648,1.5493,False,True,Asia,Post-London
2008-06-10,NY,1.5563,1.5521,1.5496,1.5516,1.5521,1.5539,14.00000000000068,18.000000000000238,17.000000000000348,82.3529411764729,1.5469,1.5554,1.552,BULLISH,UP,19.000000000000128,False,True,1.5523,1.5457,True,False,Post-London,Asia
2008-06-11,NY,1.5449,1.5428,1.5381,1.5424,1.5428,1.542,40.99999999999993,-7.999999999999119,40.99999999999993,100.0,1.5552,1.5441,1.5426,BEARISH,DOWN,-5.999999999999339,True,True,1.5565,1.5395,False,True,Asia,London
2008-06-12,NY,1.5356,1.5323,1.531,1.5319,1.5322,1.5345,16.00000000000046,22.999999999999687,32.00000000000092,50.0,1.544,1.5383,1.5321,BEARISH,UP,23.999999999999577,True,False,1.5465,1.5305,False,False,Asia,Post-London
2008-06-15,NY,1.5521,1.5465,1.5459,1.5463,1.5463,1.5463,13.000000000000789,0.0,13.000000000000789,100.0,1.5408,1.5479,1.5462,BULLISH,UP,0.9999999999998899,True,True,1.5476,1.5347,True,False,Post-London,London
2008-06-16,NY,1.5519,1.5489,1.5478,1.5486,1.5489,1.5506,12.0000000000009,17.000000000000348,25.99999999999936,46.15384615385075,1.5478,1.5512,1.5488,BULLISH,UP,18.000000000000238,True,True,1.5553,1.5462,False,False,London,Asia
2008-06-17,NY,1.552,1.5493,1.5476,1.5491,1.5492,1.5519,9.9999999999989,27.000000000001467,11.999999999998678,83.33333333333334,1.5511,1.5537,1.5493,BEARISH,UP,26.000000000001577,False,True,1.5539,1.5466,False,False,London,Post-London
2008-06-18,NY,1.5517,1.5477,1.5468,1.5473,1.5477,1.549,19.000000000000128,12.999999999998568,19.000000000000128,100.0,1.5536,1.5506,1.5478,BEARISH,UP,11.999999999998678,True,True,1.5588,1.5471,False,True,Post-Asia,Post-London
2008-06-19,NY,1.5653,1.5614,1.5594,1.5612,1.5613,1.5635,11.000000000001007,21.9999999999998,13.000000000000789,84.61538461538724,1.5507,1.5609,1.5614,BULLISH,UP,20.999999999999908,False,False,1.5627,1.5494,True,False,Post-London,Asia
2008-06-22,NY,1.553,1.5526,1.5475,1.5519,1.5519,1.5486,11.999999999998678,-33.00000000000081,35.00000000000058,34.285714285709936,1.5625,1.552,1.552,BEARISH,DOWN,-34.000000000000696,True,True,1.5631,1.5501,False,True,Asia,London
2008-06-23,NY,1.5623,1.5563,1.556,1.556,1.556,1.5594,18.000000000000238,33.99999999999848,18.000000000000238,100.0,1.5519,1.557,1.5561,BULLISH,UP,32.999999999998586,True,False,1.5581,1.5494,True,False,London,Asia
2008-06-24,NY,1.5617,1.5592,1.5565,1.5587,1.5591,1.5567,7.999999999999119,-23.999999999999577,46.00000000000159,17.39130434782357,1.5569,1.5668,1.5589,BULLISH,DOWN,-21.999999999999797,False,True,1.5604,1.5539,True,False,London,London
2008-06-25,NY,1.5751,1.5737,1.5715,1.5735,1.5737,1.575,9.00000000000123,12.999999999998568,12.0000000000009,75.00000000000463,1.5667,1.5757,1.5736,BULLISH,UP,13.999999999998458,False,True,1.5749,1.5631,True,False,Post-London,London
2008-06-26,NY,1.5761,1.576,1.573,1.5756,1.576,1.5754,12.999999999998568,-6.00000000000156,14.999999999998348,86.66666666666667,1.5758,1.5794,1.5759,BULLISH,DOWN,-5.00000000000167,False,True,1.5784,1.5722,False,False,Post-London,London
2008-06-29,NY,1.5794,1.5772,1.5741,1.577,1.577,1.5757,8.999999999999009,-12.999999999998568,13.999999999998458,64.28571428571429,1.578,1.5757,1.5771,BEARISH,DOWN,-13.999999999998458,False,True,1.5839,1.5748,False,True,London,Post-London
2008-06-30,NY,1.5804,1.5783,1.5739,1.578,1.5782,1.5757,38.000000000000256,-24.999999999999467,38.000000000000256,100.0,1.5756,1.5792,1.5784,BULLISH,DOWN,-26.999999999999247,True,False,1.582,1.5724,False,False,Post-London,London
2008-07-01,NY,1.5888,1.5811,1.5808,1.581,1.581,1.5867,24.999999999999467,57.000000000000384,24.999999999999467,100.0,1.5793,1.5885,1.5811,BULLISH,UP,56.0000000000005,False,True,1.585,1.5779,True,False,London,Post-London
2008-07-02,NY,1.5901,1.5883,1.5698,1.5881,1.5883,1.5716,44.00000000000182,-166.99999999999935,44.00000000000182,100.0,1.5884,1.5704,1.5882,BEARISH,DOWN,-165.9999999999995,False,False,1.5911,1.586,False,True,Post-London,Asia
2008-07-03,NY,1.5699,1.5679,1.5671,1.5677,1.5678,1.5693,6.00000000000156,14.999999999998348,15.999999999998238,37.50000000001388,1.5706,1.5708,1.5679,BEARISH,UP,13.999999999998458,True,False,1.5729,1.5657,False,False,London,Post-London
2008-07-06,NY,1.5667,1.5657,1.5623,1.5656,1.5656,1.5667,9.00000000000123,10.999999999998789,17.000000000000348,52.94117647059439,1.5702,1.5728,1.5655,BEARISH,UP,12.000000000000899,True,False,1.5702,1.5614,False,False,Asia,London
2008-07-07,NY,1.5705,1.5702,1.5661,1.5695,1.5702,1.5681,10.00000000000112,-20.999999999999908,11.999999999998678,83.33333333335183,1.5729,1.5672,1.5703,BEARISH,DOWN,-21.999999999999797,True,True,1.5741,1.5678,False,True,London,London
2008-07-08,NY,1.5749,1.57,1.5697,1.5697,1.57,1.5732,11.000000000001007,31.999999999998696,18.000000000000238,61.11111111111591,1.5673,1.5745,1.5699,BULLISH,UP,32.999999999998586,False,True,1.5728,1.5651,True,False,London,Asia
2008-07-09,NY,1.5804,1.5698,1.5696,1.5698,1.5698,1.5795,18.000000000000238,96.9999999999982,18.000000000000238,100.0,1.5743,1.579,1.5699,BEARISH,UP,95.99999999999831,True,True,1.5764,1.5692,True,False,London,Post-London
2008-07-10,NY,1.5949,1.5824,1.5818,1.5821,1.5824,1.5911,20.000000000000018,86.9999999999993,20.000000000000018,100.0,1.5791,1.5941,1.5823,BULLISH,UP,87.99999999999919,False,False,1.583,1.5768,True,False,Post-London,London
2008-07-13,NY,1.5915,1.5856,1.5846,1.5854,1.5856,1.5899,10.999999999998789,43.000000000001926,20.000000000000018,54.999999999993896,1.597,1.5909,1.5857,BEARISH,UP,41.999999999999815,True,True,1.597,1.5843,False,False,Asia,London
2008-07-14,NY,1.602,1.6002,1.5952,1.5998,1.5998,1.5972,21.9999999999998,-26.000000000001577,25.000000000001688,87.99999999999325,1.591,1.5913,1.5999,BULLISH,DOWN,-27.000000000001467,False,True,1.6041,1.589,False,False,Post-London,Asia
2008-07-15,NY,1.5915,1.5915,1.5819,1.5907,1.5915,1.5823,22.999999999999687,-91.99999999999876,22.999999999999687,100.0,1.5914,1.5829,1.5914,BEARISH,DOWN,-90.99999999999886,True,True,1.5949,1.5884,False,True,Post-London,Post-Asia
2008-07-16,NY,1.5895,1.5853,1.5818,1.585,1.5852,1.5883,14.999999999998348,31.000000000001027,21.9999999999998,68.18181818181131,1.5828,1.5866,1.5853,BULLISH,UP,30.000000000001137,False,True,1.5894,1.5827,True,True,Post-London,Asia
2008-07-17,NY,1.5865,1.5831,1.5809,1.5829,1.583,1.5854,10.00000000000112,23.999999999999577,23.000000000001908,43.47826086956648,1.5865,1.5852,1.5829,BEARISH,UP,24.999999999999467,True,False,1.589,1.5825,False,True,London,Asia
2008-07-20,NY,1.5871,1.5866,1.5834,1.5864,1.5864,1.5864,9.9999999999989,0.0,16.00000000000046,62.49999999999133,1.5845,1.5924,1.5865,BULLISH,DOWN,-0.9999999999998899,False,True,1.591,1.5842,False,True,London,Asia
2008-07-21,NY,1.5931,1.5931,1.5836,1.5927,1.593,1.5837,19.000000000000128,-92.99999999999864,19.000000000000128,100.0,1.5923,1.5789,1.5931,BULLISH,DOWN,-93.99999999999852,False,False,1.5946,1.5908,False,True,Post-London,Post-London
2008-07-22,NY,1.5767,1.5766,1.5685,1.5763,1.5764,1.5697,20.999999999999908,-66.99999999999929,20.999999999999908,100.0,1.5787,1.57,1.5763,BEARISH,DOWN,-65.99999999999939,False,True,1.5799,1.572,False,True,Asia,Post-London
2008-07-23,NY,1.5716,1.5676,1.5655,1.5674,1.5674,1.5673,14.00000000000068,-0.99999999999989,33.99999999999848,41.176470588239134,1.5698,1.5679,1.5675,BEARISH,DOWN,-1.9999999999997797,False,True,1.571,1.564,True,False,Post-Asia,London
2008-07-24,NY,1.5745,1.5739,1.5669,1.5737,1.5738,1.5673,20.000000000000018,-65.00000000000172,20.999999999999908,95.23809523809574,1.5678,1.5713,1.5739,BULLISH,DOWN,-66.00000000000162,False,True,1.5755,1.5664,False,False,Post-London,Asia
2008-07-27,NY,1.5771,1.5756,1.572,1.5753,1.5753,1.574,10.00000000000112,-12.999999999998568,11.000000000001007,90.90909090909275,1.5711,1.5742,1.5754,BULLISH,DOWN,-13.999999999998458,True,False,1.5768,1.5687,True,False,Post-London,Asia
2008-07-28,NY,1.5713,1.5711,1.5594,1.5708,1.5711,1.5597,18.000000000000238,-113.99999999999856,18.000000000000238,100.0,1.5741,1.5591,1.5712,BEARISH,DOWN,-114.99999999999844,False,False,1.576,1.5704,False,True,London,Post-London
2008-07-29,NY,1.5598,1.5592,1.5525,1.559,1.559,1.5559,16.999999999998128,-30.999999999998806,18.000000000000238,94.4444444444328,1.559,1.5578,1.5591,BULLISH,DOWN,-31.999999999998696,True,False,1.5618,1.5561,False,True,Post-London,Post-Asia
2008-07-30,NY,1.5703,1.5619,1.5604,1.5617,1.5617,1.5605,25.99999999999936,-12.0000000000009,25.99999999999936,100.0,1.5579,1.5606,1.5616,BULLISH,DOWN,-11.000000000001009,False,True,1.5642,1.5572,True,False,London,Asia
2008-07-31,NY,1.5591,1.5577,1.5518,1.5576,1.5576,1.5564,42.9999999999997,-12.0000000000009,42.9999999999997,100.0,1.5605,1.5566,1.5577,BEARISH,DOWN,-13.000000000000789,False,True,1.5605,1.5551,False,True,Asia,Post-Asia
2008-08-03,NY,1.5633,1.558,1.5557,1.5578,1.5579,1.561,18.000000000000238,30.999999999998806,18.000000000000238,100.0,1.557,1.558,1.558,BULLISH,UP,29.999999999998916,False,False,1.5602,1.5568,True,True,London,London
2008-08-04,NY,1.5496,1.5489,1.5476,1.5488,1.5489,1.5488,8.999999999999009,-0.99999999999989,36.00000000000048,24.99999999999692,1.5581,1.5457,1.5488,BEARISH,DOWN,0.0,False,False,1.5581,1.5465,False,False,Asia,Post-London
2008-08-05,NY,1.5485,1.5485,1.5411,1.5484,1.5485,1.542,11.000000000001007,-64.9999999999995,11.000000000001007,100.0,1.5458,1.541,1.5486,BULLISH,DOWN,-65.99999999999939,False,False,1.5518,1.5458,False,True,London,Post-London
2008-08-06,NY,1.5505,1.5473,1.5358,1.5472,1.5472,1.5379,37.99999999999804,-92.99999999999864,37.99999999999804,100.0,1.5409,1.5326,1.5471,BULLISH,DOWN,-91.99999999999875,True,False,1.5489,1.5409,True,True,Post-London,Asia
2008-08-07,NY,1.5112,1.5112,1.501,1.5108,1.5112,1.5032,17.999999999998018,-80.00000000000007,43.9999999999996,40.90909090908678,1.5325,1.5011,1.511,BEARISH,DOWN,-77.99999999999807,True,True,1.5325,1.5105,False,True,Asia,Post-London
2008-08-10,NY,1.5022,1.5015,1.4971,1.5013,1.5015,1.5001,11.999999999998678,-14.00000000000068,46.00000000000159,26.08695652173536,1.4932,1.4912,1.5016,BULLISH,DOWN,-15.000000000000568,True,True,1.5085,1.4929,False,False,London,London
2008-08-11,NY,1.4967,1.4907,1.4898,1.4903,1.4904,1.4911,17.000000000000348,7.0000000000014495,17.000000000000348,100.0,1.4913,1.4928,1.4903,BEARISH,UP,8.00000000000134,True,True,1.493,1.4817,True,False,Asia,London
2008-08-12,NY,1.4938,1.4893,1.4845,1.4891,1.4892,1.4869,21.9999999999998,-22.999999999999687,21.9999999999998,100.0,1.4927,1.492,1.4893,BEARISH,DOWN,-23.999999999999577,True,True,1.4983,1.4857,False,True,London,Post-London
2008-08-13,NY,1.4952,1.4921,1.4878,1.4919,1.4921,1.4899,25.99999999999936,-21.9999999999998,25.99999999999936,100.0,1.4919,1.4828,1.492,BULLISH,DOWN,-20.999999999999908,True,True,1.4937,1.4853,True,False,London,Post-Asia
2008-08-14,NY,1.4759,1.4748,1.4681,1.4745,1.4747,1.469,16.999999999998128,-56.99999999999817,16.999999999998128,100.0,1.4827,1.469,1.4746,BEARISH,DOWN,-55.99999999999827,True,True,1.4827,1.47,False,True,Asia,London
2008-08-17,NY,1.4729,1.4715,1.4688,1.4712,1.4715,1.4704,11.999999999998678,-11.000000000001007,18.000000000000238,66.66666666665844,1.468,1.4696,1.4716,BULLISH,DOWN,-12.000000000000899,True,False,1.4769,1.468,False,False,London,Asia
2008-08-18,NY,1.4715,1.4687,1.464,1.4684,1.4685,1.4705,16.00000000000046,20.000000000000018,21.9999999999998,72.72727272727548,1.4697,1.4776,1.4684,BEARISH,UP,20.999999999999908,False,True,1.4711,1.4633,True,False,Post-London,London
2008-08-19,NY,1.4767,1.4721,1.472,1.472,1.4721,1.4728,12.0000000000009,7.0000000000014495,16.00000000000046,75.00000000000347,1.4775,1.4749,1.4722,BEARISH,UP,6.00000000000156,True,False,1.4801,1.4692,False,False,Asia,Post-London
2008-08-20,NY,1.4894,1.4815,1.4786,1.4809,1.4815,1.4885,18.000000000000238,69.99999999999895,18.000000000000238,100.0,1.475,1.4901,1.4814,BULLISH,UP,70.99999999999883,False,True,1.4834,1.4745,True,False,London,Post-London
2008-08-21,NY,1.484,1.4809,1.4794,1.4804,1.4807,1.4819,13.000000000000789,12.0000000000009,13.000000000000789,100.0,1.4902,1.4794,1.4808,BEARISH,UP,11.000000000001009,True,False,1.4902,1.4804,False,True,London,Post-London
2008-08-24,NY,1.481,1.4767,1.4763,1.4763,1.4764,1.4781,14.00000000000068,17.000000000000348,16.00000000000046,87.50000000000173,1.4786,1.4756,1.4763,BEARISH,UP,18.000000000000238,True,False,1.4786,1.4697,True,False,Asia,Post-Asia
2008-08-25,NY,1.4672,1.4589,1.4587,1.4587,1.4588,1.4652,20.000000000000018,63.999999999999616,52.00000000000094,38.461538461537806,1.4754,1.4655,1.4587,BEARISH,UP,64.9999999999995,True,True,1.4754,1.4571,False,False,Asia,Post-London
2008-08-26,NY,1.4778,1.4759,1.4687,1.4756,1.4759,1.471,16.999999999998128,-48.99999999999905,16.999999999998128,100.0,1.4656,1.4729,1.476,BULLISH,DOWN,-49.999999999998934,True,False,1.4775,1.4647,True,False,Post-London,Asia
2008-08-27,NY,1.4813,1.4795,1.471,1.4791,1.4791,1.4725,31.999999999998696,-66.00000000000162,31.999999999998696,100.0,1.4727,1.4708,1.479,BULLISH,DOWN,-65.00000000000172,True,True,1.4809,1.4727,True,True,Post-Asia,Asia
2008-08-28,NY,1.4758,1.4737,1.4695,1.4735,1.4737,1.4724,18.999999999997907,-13.000000000000789,21.9999999999998,86.36363636362765,1.4709,1.4673,1.4736,BULLISH,DOWN,-12.000000000000899,True,False,1.4769,1.469,False,False,London,Asia
2008-08-31,NY,1.4633,1.4625,1.4583,1.4623,1.4624,1.4594,9.00000000000123,-29.99999999999892,16.00000000000046,56.25000000000608,1.4699,1.4619,1.4623,BEARISH,DOWN,-28.999999999999027,True,False,1.4706,1.4609,False,True,Asia,Post-London
