week_key,open,high,low,close,range_pips,weekly_range_pips,weekly_return_pips
2010-W21,1.237,1.2452,1.2153,1.2304,917.0000000000034,299.0000000000004,-66.00000000000162
2010-W22,1.2305,1.2352,1.1875,1.1922,889.9999999999997,477.00000000000074,-383.0
2010-W23,1.1923,1.2297,1.1901,1.222,730.000000000004,396.0000000000008,297.00000000000057
2010-W24,1.2221,1.2467,1.2167,1.2311,677.0000000000009,300.0000000000003,90.0000000000012
2010-W25,1.2312,1.2396,1.2208,1.2276,635.9999999999987,187.9999999999993,-36.000000000000476
2010-W26,1.2275,1.261,1.215,1.2537,809.9999999999997,459.9999999999982,262.0
2010-W27,1.2536,1.2728,1.2479,1.2595,600.9999999999982,248.99999999999923,59.00000000000016
2010-W28,1.2594,1.3006,1.2522,1.2941,797.0000000000032,484.0,346.99999999999955
2010-W29,1.2942,1.3027,1.2731,1.2993,865.999999999998,296.0000000000007,50.99999999999882
2010-W30,1.2994,1.3194,1.2951,1.3179,551.9999999999991,242.9999999999999,184.9999999999996
2010-W31,1.3178,1.3333,1.3118,1.322,607.9999999999997,214.99999999999852,41.999999999999815
2010-W32,1.3219,1.3233,1.2733,1.2825,930.9999999999974,499.99999999999824,-394.000000000001
2010-W33,1.2826,1.2921,1.2646,1.2656,592.0000000000014,275.0000000000008,-169.99999999999903
2010-W34,1.2655,1.2778,1.2587,1.2661,577.0000000000008,191.00000000000117,5.999999999999339
2010-W35,1.2662,1.2918,1.2624,1.2874,521.0000000000026,294.0000000000009,212.00000000000108
2010-W36,1.2875,1.2892,1.2644,1.2883,694.999999999999,247.99999999999932,7.999999999999119
2010-W37,1.2882,1.3159,1.2829,1.3061,658.0000000000008,330.0000000000014,179.00000000000028
2010-W38,1.3062,1.3506,1.3057,1.3454,819.9999999999985,448.9999999999994,391.99999999999903
2010-W39,1.3453,1.3805,1.338,1.3684,729.9999999999973,424.99999999999983,231.0000000000012
2010-W40,1.3683,1.4028,1.3636,1.3875,842.0000000000027,392.00000000000125,191.99999999999883
2010-W41,1.3874,1.4158,1.3774,1.3933,806.9999999999977,383.9999999999999,59.00000000000016
2010-W42,1.3932,1.4079,1.3697,1.3964,1023.0000000000027,382.0000000000001,32.00000000000092
2010-W43,1.3963,1.401,1.3733,1.3891,773.9999999999969,277.00000000000057,-72.00000000000095
2010-W44,1.3892,1.4281,1.3881,1.3918,941.0000000000007,400.00000000000034,25.999999999999357
2010-W45,1.3919,1.3973,1.3562,1.3586,950.9999999999995,410.99999999999915,-332.99999999999886
2010-W46,1.3587,1.3785,1.3446,1.3626,788.9999999999998,339.0000000000004,39.00000000000014
2010-W47,1.3627,1.3632,1.3063,1.3123,910.9999999999995,568.9999999999995,-504.0
2010-W48,1.3124,1.3437,1.2968,1.3307,1000.0000000000009,468.99999999999943,182.99999999999983
2010-W49,1.3306,1.3432,1.3163,1.339,754.9999999999991,268.99999999999926,83.99999999999963
2010-W50,1.3389,1.3498,1.3093,1.313,712.0000000000038,405.00000000000205,-259.00000000000034
2010-W51,1.3129,1.3201,1.3054,1.3163,485.0000000000021,147.00000000000156,34.000000000000696
2010-W52,1.3164,1.3423,1.3083,1.3359,718.0000000000009,340.0000000000003,195.00000000000074
2011-W01,1.3358,1.3433,1.2873,1.295,719.9999999999984,559.9999999999983,-408.0000000000017
2011-W02,1.2949,1.3456,1.2904,1.3292,847.0,551.9999999999992,343.0
2011-W03,1.3293,1.3685,1.3252,1.3636,834.0000000000014,433.00000000000114,343.0
2011-W04,1.3637,1.3757,1.357,1.3693,664.0000000000001,186.99999999999937,56.0000000000005
2011-W05,1.3692,1.386,1.3507,1.3581,718.9999999999985,352.99999999999886,-110.99999999999888
2011-W06,1.3582,1.3743,1.3427,1.3487,662.0000000000026,316.00000000000074,-95.00000000000064
2011-W07,1.3488,1.3715,1.346,1.3678,535.9999999999965,254.99999999999855,189.99999999999906
2011-W08,1.3679,1.3855,1.3524,1.3805,693.9999999999968,330.9999999999991,126.00000000000166
2011-W09,1.3806,1.4035,1.3742,1.3968,526.9999999999997,292.9999999999988,161.99999999999991
2011-W10,1.3967,1.4002,1.3751,1.399,623.999999999998,250.999999999999,22.999999999999687
2011-W11,1.3991,1.4239,1.3854,1.4224,781.9999999999983,384.9999999999998,233.000000000001
2011-W12,1.4223,1.4247,1.402,1.4086,596.000000000001,227.00000000000165,-136.99999999999824
2011-W13,1.4085,1.4268,1.4046,1.4219,574.0000000000034,221.99999999999997,133.99999999999858
2011-W14,1.422,1.4487,1.415,1.4434,590.0000000000016,337.0000000000006,214.00000000000085
2011-W15,1.4435,1.4519,1.4156,1.4233,773.9999999999991,363.0,-201.99999999999994
2011-W16,1.4235,1.4648,1.4204,1.4579,667.9999999999998,443.99999999999994,343.9999999999999
2011-W17,1.4578,1.4901,1.4492,1.4829,652.0000000000015,408.9999999999994,251.00000000000122
2011-W18,1.4829,1.4939,1.4253,1.4364,1154.999999999997,686.0,-465.0000000000021
2011-W19,1.4365,1.4422,1.4047,1.4155,1013.9999999999972,374.9999999999987,-210.0000000000013
2011-W20,1.4156,1.4344,1.3968,1.4047,717.9999999999986,375.9999999999986,-108.99999999999909
2011-W21,1.4046,1.4323,1.4001,1.4281,638.9999999999984,322.00000000000006,234.99999999999855
2011-W22,1.4282,1.4657,1.4278,1.4575,781.9999999999982,379.00000000000045,293.000000000001
2011-W23,1.4574,1.4695,1.432,1.4412,770.000000000004,375.0000000000009,-161.99999999999991
2011-W24,1.4411,1.4496,1.4072,1.4303,907.9999999999999,423.99999999999994,-108.00000000000142
2011-W25,1.4304,1.4441,1.4102,1.4286,806.0000000000023,339.0000000000004,-17.999999999998018
2011-W26,1.4285,1.4577,1.4236,1.4538,580.0000000000005,341.00000000000017,252.99999999999878
2011-W27,1.4537,1.4552,1.3985,1.4028,893.9999999999992,566.9999999999998,-508.99999999999943
2011-W28,1.403,1.4282,1.3836,1.4111,859.9999999999986,445.9999999999997,80.99999999999996
2011-W29,1.411,1.4437,1.4068,1.4375,757.0000000000009,368.9999999999993,264.99999999999966
2011-W30,1.4376,1.4535,1.4184,1.4249,963.9999999999982,350.9999999999991,-126.99999999999933
2011-W31,1.425,1.4431,1.4054,1.4177,1161.9999999999986,377.0000000000007,-73.00000000000084
2011-W32,1.4176,1.4476,1.4103,1.4443,1018.9999999999987,372.99999999999886,266.99999999999943
2011-W33,1.4442,1.4516,1.4258,1.4357,771.0000000000017,258.00000000000045,-84.99999999999952
2011-W34,1.4356,1.4548,1.4327,1.4509,650.9999999999993,221.00000000000009,153.0000000000009
2011-W35,1.451,1.4532,1.4059,1.4097,636.0000000000033,473.0000000000012,-413.00000000000114
2011-W36,1.4096,1.4248,1.3501,1.3677,1160.9999999999986,746.9999999999999,-419.00000000000045
2011-W37,1.3681,1.3935,1.3557,1.3683,880.0000000000008,378.00000000000057,1.9999999999997797
2011-W38,1.3684,1.3787,1.3361,1.3532,927.0,425.9999999999997,-152.00000000000102
2011-W39,1.3531,1.3689,1.3167,1.3176,936.999999999999,522.0000000000002,-354.99999999999864
2011-W40,1.3174,1.3698,1.3145,1.3642,1039.9999999999986,552.9999999999991,468.00000000000176
2011-W41,1.3643,1.3914,1.3565,1.3737,869.9999999999975,348.9999999999993,93.99999999999852
2011-W42,1.3738,1.3956,1.3652,1.3928,825.9999999999978,303.99999999999983,190.00000000000128
2011-W43,1.3927,1.4247,1.3797,1.3857,1081.9999999999986,450.00000000000153,-70.00000000000117
2011-W44,1.3858,1.387,1.3608,1.3776,958.0000000000011,262.0,-81.99999999999986
2011-W45,1.3775,1.3857,1.3483,1.3632,1058.9999999999989,373.99999999999875,-142.9999999999998
2011-W46,1.3633,1.364,1.3421,1.3488,668.0000000000019,219.0000000000003,-144.99999999999957
2011-W47,1.3487,1.3568,1.3212,1.3319,672.0000000000015,356.00000000000074,-167.99999999999926
2011-W48,1.332,1.3548,1.3259,1.34004,829.2000000000011,288.99999999999926,80.39999999999824
2011-W49,1.34005,1.34588,1.31624,1.31868,738.3000000000028,296.3999999999989,-213.69999999999888
2011-W50,1.31885,1.32361,1.29455,1.29972,588.7999999999982,290.59999999999866,-191.30000000000092
2011-W51,1.29973,1.31962,1.29933,1.306,512.3999999999972,202.89999999999918,62.699999999999974
2011-W52,1.30579,1.30826,1.28577,1.29338,463.19999999999914,224.89999999999898,-124.10000000000032
2012-W01,1.29337,1.30763,1.26654,1.2764,730.2999999999993,410.9000000000007,-169.6999999999993
