week_key,high_day,high_dow,high_day_name,low_day,low_dow,low_day_name,weekly_range_pips,high_first,low_first,same_day,year,weekly_return,bullish
2004-W37,2004-09-09,3,Thursday,2004-09-07,1,Tuesday,283.99999999999983,False,True,False,2004,190.99999999999895,True
2004-W38,2004-09-13,0,Monday,2004-09-15,2,Wednesday,173.00000000000094,True,False,False,2004,-85.9999999999994,False
2004-W39,2004-09-23,3,Thursday,2004-09-20,0,Monday,194.99999999999852,False,True,False,2004,121.0,True
2004-W40,2004-09-29,2,Wednesday,2004-10-03,6,Sunday,184.9999999999996,True,False,False,2004,-20.000000000000018,False
2004-W41,2004-10-07,3,Thursday,2004-10-05,1,Tuesday,183.99999999999972,False,True,False,2004,86.9999999999993,True
2004-W42,2004-10-17,6,Sunday,2004-10-12,1,Tuesday,306.9999999999995,False,True,False,2004,113.00000000000088,True
2004-W43,2004-10-24,6,Sunday,2004-10-18,0,Monday,373.99999999999875,False,True,False,2004,311.9999999999989,True
2004-W44,2004-10-25,0,Monday,2004-10-27,2,Wednesday,210.99999999999898,True,False,False,2004,-61.99999999999983,False
2004-W45,2004-11-07,6,Sunday,2004-11-02,1,Tuesday,330.9999999999991,False,True,False,2004,163.99999999999972,True
2004-W46,2004-11-09,1,Tuesday,2004-11-09,1,Tuesday,156.00000000000057,False,False,True,2004,32.999999999998586,True
2004-W47,2004-11-17,2,Wednesday,2004-11-15,0,Monday,153.0000000000009,False,True,False,2004,95.99999999999831,True
2004-W48,2004-11-25,3,Thursday,2004-11-22,0,Monday,351.999999999999,False,True,False,2004,235.00000000000077,True
2004-W49,2004-12-02,3,Thursday,2004-11-29,0,Monday,228.00000000000153,False,True,False,2004,123.99999999999966,True
2004-W50,2004-12-06,0,Monday,2004-12-09,3,Thursday,326.9999999999995,True,False,False,2004,-97.00000000000043,False
2004-W51,2004-12-14,1,Tuesday,2004-12-15,2,Wednesday,239.0000000000003,True,False,False,2004,84.99999999999952,True
2004-W52,2004-12-26,6,Sunday,2004-12-21,1,Tuesday,296.0000000000007,False,True,False,2004,225.00000000000188,True
2004-W53,2004-12-29,2,Wednesday,2005-01-02,6,Sunday,225.99999999999955,True,False,False,2004,-154.0000000000008,False
2005-W01,2005-01-03,0,Monday,2005-01-06,3,Thursday,468.99999999999943,True,False,False,2005,-390.99999999999915,False
2005-W02,2005-01-11,1,Tuesday,2005-01-13,3,Thursday,236.99999999999832,True,False,False,2005,-10.000000000001119,False
2005-W03,2005-01-18,1,Tuesday,2005-01-19,2,Wednesday,195.00000000000074,True,False,False,2005,-5.999999999999339,False
2005-W04,2005-01-26,2,Wednesday,2005-01-24,0,Monday,178.00000000000037,False,True,False,2005,-20.000000000000018,False
2005-W05,2005-02-01,1,Tuesday,2005-02-06,6,Sunday,359.9999999999981,True,False,False,2005,-280.0000000000002,False
2005-W06,2005-02-13,6,Sunday,2005-02-07,0,Monday,255.99999999999847,False,True,False,2005,217.0000000000005,True
2005-W07,2005-02-16,2,Wednesday,2005-02-14,0,Monday,135.99999999999835,False,True,False,2005,91.99999999999875,True
2005-W08,2005-02-27,6,Sunday,2005-02-21,0,Monday,223.99999999999974,False,True,False,2005,159.00000000000026,True
2005-W09,2005-03-03,3,Thursday,2005-03-01,1,Tuesday,164.9999999999996,False,True,False,2005,-15.000000000000568,False
2005-W10,2005-03-10,3,Thursday,2005-03-07,0,Monday,271.00000000000125,False,True,False,2005,143.9999999999997,True
2005-W11,2005-03-15,1,Tuesday,2005-03-20,6,Sunday,298.0000000000005,True,False,False,2005,-210.99999999999898,False
2005-W12,2005-03-21,0,Monday,2005-03-27,6,Sunday,364.9999999999998,True,False,False,2005,-271.9999999999989,False
2005-W13,2005-03-31,3,Thursday,2005-04-03,6,Sunday,237.00000000000054,True,False,False,2005,-42.9999999999997,False
2005-W14,2005-04-10,6,Sunday,2005-04-04,0,Monday,201.99999999999994,False,True,False,2005,123.00000000000199,True
2005-W15,2005-04-17,6,Sunday,2005-04-13,2,Wednesday,277.00000000000057,False,True,False,2005,54.00000000000071,True
2005-W16,2005-04-20,2,Wednesday,2005-04-24,6,Sunday,169.99999999999903,True,False,False,2005,-16.00000000000046,False
2005-W17,2005-04-25,0,Monday,2005-05-01,6,Sunday,176.0000000000006,True,False,False,2005,-137.00000000000045,False
2005-W18,2005-05-04,2,Wednesday,2005-05-08,6,Sunday,200.00000000000017,True,False,False,2005,-20.000000000000018,False
2005-W19,2005-05-10,1,Tuesday,2005-05-15,6,Sunday,328.9999999999993,True,False,False,2005,-220.0000000000002,False
2005-W20,2005-05-17,1,Tuesday,2005-05-19,3,Thursday,154.99999999999847,True,False,False,2005,-52.00000000000094,False
2005-W21,2005-05-23,0,Monday,2005-05-29,6,Sunday,162.9999999999998,True,False,False,2005,-101.99999999999987,False
2005-W22,2005-05-30,0,Monday,2005-05-31,1,Tuesday,326.9999999999995,True,False,False,2005,-218.00000000000043,False
2005-W23,2005-06-07,1,Tuesday,2005-06-12,6,Sunday,325.9999999999996,True,False,False,2005,-149.99999999999903,False
2005-W24,2005-06-16,3,Thursday,2005-06-14,1,Tuesday,268.99999999999926,False,True,False,2005,37.00000000000037,True
2005-W25,2005-06-21,1,Tuesday,2005-06-23,3,Thursday,222.99999999999986,True,False,False,2005,12.999999999998568,True
2005-W26,2005-06-27,0,Monday,2005-07-03,6,Sunday,283.99999999999983,True,False,False,2005,-270.00000000000136,False
2005-W27,2005-07-10,6,Sunday,2005-07-04,0,Monday,218.00000000000043,False,True,False,2005,165.9999999999995,True
2005-W28,2005-07-11,0,Monday,2005-07-17,6,Sunday,233.000000000001,True,False,False,2005,-21.999999999999797,False
2005-W29,2005-07-20,2,Wednesday,2005-07-18,0,Monday,301.00000000000017,False,True,False,2005,4.999999999999449,True
2005-W30,2005-07-31,6,Sunday,2005-07-26,1,Tuesday,283.99999999999983,False,True,False,2005,121.0,True
2005-W31,2005-08-03,2,Wednesday,2005-08-02,1,Tuesday,252.99999999999878,False,True,False,2005,171.00000000000114,True
2005-W32,2005-08-11,3,Thursday,2005-08-08,0,Monday,154.99999999999847,False,True,False,2005,16.00000000000046,True
2005-W33,2005-08-15,0,Monday,2005-08-18,3,Thursday,245.99999999999955,True,False,False,2005,-140.0000000000001,False
2005-W34,2005-08-28,6,Sunday,2005-08-23,1,Tuesday,185.00000000000182,False,True,False,2005,6.999999999999229,True
2005-W35,2005-09-01,3,Thursday,2005-08-29,0,Monday,418.00000000000057,False,True,False,2005,286.9999999999995,True
2005-W36,2005-09-06,1,Tuesday,2005-09-11,6,Sunday,265.99999999999955,True,False,False,2005,-242.9999999999999,False
2005-W37,2005-09-13,1,Tuesday,2005-09-18,6,Sunday,231.0000000000012,True,False,False,2005,-140.0000000000001,False
2005-W38,2005-09-21,2,Wednesday,2005-09-25,6,Sunday,260.0000000000002,True,False,False,2005,-65.99999999999939,False
2005-W39,2005-09-29,3,Thursday,2005-10-02,6,Sunday,190.00000000000128,True,False,False,2005,-154.0000000000008,False
2005-W40,2005-10-05,2,Wednesday,2005-10-03,0,Monday,303.99999999999983,False,True,False,2005,143.00000000000202,True
2005-W41,2005-10-16,6,Sunday,2005-10-12,2,Wednesday,206.9999999999994,False,True,False,2005,-48.00000000000138,False
2005-W42,2005-10-20,3,Thursday,2005-10-18,1,Tuesday,202.99999999999986,False,True,False,2005,-40.99999999999993,False
2005-W43,2005-10-26,2,Wednesday,2005-10-24,0,Monday,235.00000000000077,False,True,False,2005,11.000000000001009,True
2005-W44,2005-11-01,1,Tuesday,2005-11-06,6,Sunday,308.99999999999926,True,False,False,2005,-184.9999999999996,False
2005-W45,2005-11-07,0,Monday,2005-11-13,6,Sunday,141.99999999999991,True,False,False,2005,-113.99999999999855,False
2005-W46,2005-11-20,6,Sunday,2005-11-14,0,Monday,198.0000000000004,False,True,False,2005,38.000000000000256,True
2005-W47,2005-11-27,6,Sunday,2005-11-27,6,Sunday,220.99999999999787,False,False,True,2005,120.00000000000011,True
2005-W48,2005-11-28,0,Monday,2005-12-01,3,Thursday,199.99999999999795,True,False,False,2005,-60.00000000000006,False
2005-W49,2005-12-11,6,Sunday,2005-12-07,2,Wednesday,278.9999999999981,False,True,False,2005,161.99999999999991,True
2005-W50,2005-12-13,1,Tuesday,2005-12-12,0,Monday,199.00000000000028,False,True,False,2005,49.000000000001265,True
2005-W51,2005-12-19,0,Monday,2005-12-20,1,Tuesday,212.00000000000108,True,False,False,2005,-127.99999999999923,False
2005-W52,2005-12-27,1,Tuesday,2005-12-27,1,Tuesday,120.00000000000011,False,False,True,2005,3.9999999999995595,True
2006-W01,2006-01-05,3,Thursday,2006-01-02,0,Monday,366.99999999999955,False,True,False,2006,275.0000000000008,True
2006-W02,2006-01-15,6,Sunday,2006-01-11,2,Wednesday,167.99999999999926,False,True,False,2006,37.99999999999804,True
2006-W03,2006-01-22,6,Sunday,2006-01-19,3,Thursday,272.00000000000114,False,True,False,2006,179.00000000000028,True
2006-W04,2006-01-24,1,Tuesday,2006-01-29,6,Sunday,260.0000000000002,True,False,False,2006,-208.99999999999918,False
2006-W05,2006-01-30,0,Monday,2006-02-05,6,Sunday,243.99999999999977,True,False,False,2006,-124.99999999999956,False
2006-W06,2006-02-09,3,Thursday,2006-02-12,6,Sunday,146.99999999999935,True,False,False,2006,-60.99999999999994,False
2006-W07,2006-02-19,6,Sunday,2006-02-15,2,Wednesday,125.99999999999945,False,True,False,2006,40.99999999999993,True
2006-W08,2006-02-22,2,Wednesday,2006-02-26,6,Sunday,143.9999999999997,True,False,False,2006,-94.99999999999842,False
2006-W09,2006-03-05,6,Sunday,2006-02-27,0,Monday,258.00000000000045,False,True,False,2006,170.99999999999892,True
2006-W10,2006-03-06,0,Monday,2006-03-09,3,Thursday,163.99999999999972,True,False,False,2006,-57.000000000000384,False
2006-W11,2006-03-16,3,Thursday,2006-03-13,0,Monday,265.0000000000019,False,True,False,2006,197.99999999999818,True
2006-W12,2006-03-20,0,Monday,2006-03-23,3,Thursday,211.99999999999886,True,False,False,2006,-144.99999999999957,False
2006-W13,2006-03-30,3,Thursday,2006-03-28,1,Tuesday,198.0000000000004,False,True,False,2006,126.99999999999933,True
2006-W14,2006-04-05,2,Wednesday,2006-04-09,6,Sunday,258.00000000000045,True,False,False,2006,-26.999999999999247,False
2006-W15,2006-04-16,6,Sunday,2006-04-11,1,Tuesday,221.99999999999997,False,True,False,2006,139.00000000000023,True
2006-W16,2006-04-23,6,Sunday,2006-04-17,0,Monday,188.0000000000015,False,True,False,2006,141.0,True
2006-W17,2006-04-30,6,Sunday,2006-04-24,0,Monday,323.99999999999983,False,True,False,2006,193.9999999999986,True
2006-W18,2006-05-07,6,Sunday,2006-05-01,0,Monday,225.99999999999955,False,True,False,2006,122.0000000000021,True
2006-W19,2006-05-14,6,Sunday,2006-05-08,0,Monday,308.99999999999926,False,True,False,2006,85.00000000000173,True
2006-W20,2006-05-16,1,Tuesday,2006-05-18,3,Thursday,225.99999999999955,True,False,False,2006,69.99999999999895,True
2006-W21,2006-05-23,1,Tuesday,2006-05-25,3,Thursday,190.99999999999895,True,False,False,2006,-115.99999999999832,False
2006-W22,2006-06-04,6,Sunday,2006-05-31,2,Wednesday,257.00000000000057,False,True,False,2006,153.99999999999858,True
2006-W23,2006-06-05,0,Monday,2006-06-11,6,Sunday,367.00000000000176,True,False,False,2006,-316.00000000000074,False
2006-W24,2006-06-15,3,Thursday,2006-06-12,0,Monday,140.0000000000001,False,True,False,2006,-16.00000000000046,False
2006-W25,2006-06-21,2,Wednesday,2006-06-22,3,Thursday,201.00000000000006,True,False,False,2006,6.999999999999229,True
2006-W26,2006-07-02,6,Sunday,2006-06-27,1,Tuesday,305.9999999999996,False,True,False,2006,217.0000000000005,True
2006-W27,2006-07-06,3,Thursday,2006-07-04,1,Tuesday,155.00000000000068,False,True,False,2006,-69.99999999999895,False
2006-W28,2006-07-10,0,Monday,2006-07-16,6,Sunday,268.99999999999926,True,False,False,2006,-213.00000000000097,False
2006-W29,2006-07-23,6,Sunday,2006-07-18,1,Tuesday,251.00000000000122,False,True,False,2006,116.00000000000054,True
2006-W30,2006-07-30,6,Sunday,2006-07-25,1,Tuesday,223.99999999999974,False,True,False,2006,129.999999999999,True
2006-W31,2006-08-03,3,Thursday,2006-07-31,0,Monday,189.99999999999906,False,True,False,2006,71.00000000000107,True
2006-W32,2006-08-09,2,Wednesday,2006-08-13,6,Sunday,207.00000000000162,True,False,False,2006,-122.99999999999977,False
2006-W33,2006-08-20,6,Sunday,2006-08-14,0,Monday,243.99999999999977,False,True,False,2006,178.00000000000037,True
2006-W34,2006-08-21,0,Monday,2006-08-24,3,Thursday,172.00000000000105,True,False,False,2006,-116.00000000000054,False
2006-W35,2006-08-30,2,Wednesday,2006-08-28,0,Monday,126.99999999999933,False,True,False,2006,92.99999999999864,True
2006-W36,2006-09-04,0,Monday,2006-09-10,6,Sunday,222.0000000000022,True,False,False,2006,-169.00000000000136,False
2006-W37,2006-09-13,2,Wednesday,2006-09-17,6,Sunday,125.00000000000178,True,False,False,2006,4.999999999999449,True
2006-W38,2006-09-21,3,Thursday,2006-09-18,0,Monday,179.00000000000028,False,True,False,2006,42.9999999999997,True
2006-W39,2006-09-25,0,Monday,2006-09-28,3,Thursday,122.99999999999977,True,False,False,2006,-9.999999999998899,False
2006-W40,2006-10-02,0,Monday,2006-10-05,3,Thursday,194.99999999999852,True,False,False,2006,-138.00000000000034,False
2006-W41,2006-10-09,0,Monday,2006-10-12,3,Thursday,130.00000000000122,True,False,False,2006,-63.999999999999616,False
2006-W42,2006-10-18,2,Wednesday,2006-10-17,1,Tuesday,142.9999999999998,False,True,False,2006,20.000000000000018,True
2006-W43,2006-10-26,3,Thursday,2006-10-23,0,Monday,225.00000000000188,False,True,False,2006,173.9999999999986,True
2006-W44,2006-10-31,1,Tuesday,2006-10-30,0,Monday,120.00000000000011,False,True,False,2006,-1.9999999999997797,False
2006-W45,2006-11-09,3,Thursday,2006-11-06,0,Monday,178.00000000000037,False,True,False,2006,82.99999999999974,True
2006-W46,2006-11-13,0,Monday,2006-11-16,3,Thursday,108.00000000000142,True,False,False,2006,8.00000000000134,True
2006-W47,2006-11-26,6,Sunday,2006-11-20,0,Monday,373.99999999999875,False,True,False,2006,314.99999999999864,True
2006-W48,2006-12-03,6,Sunday,2006-11-27,0,Monday,247.99999999999932,False,True,False,2006,209.00000000000142,True
2006-W49,2006-12-07,3,Thursday,2006-12-10,6,Sunday,236.00000000000065,True,False,False,2006,-103.99999999999964,False
2006-W50,2006-12-11,0,Monday,2006-12-17,6,Sunday,240.00000000000023,True,False,False,2006,-140.0000000000001,False
2006-W51,2006-12-19,1,Tuesday,2006-12-18,0,Monday,161.99999999999991,False,True,False,2006,43.999999999999595,True
2006-W52,2006-12-28,3,Thursday,2006-12-25,0,Monday,114.00000000000077,False,True,False,2006,61.99999999999983,True
2007-W01,2007-01-01,0,Monday,2007-01-07,6,Sunday,323.99999999999983,True,False,False,2007,-211.0000000000012,False
2007-W02,2007-01-08,0,Monday,2007-01-11,3,Thursday,187.00000000000162,True,False,False,2007,-86.9999999999993,False
2007-W03,2007-01-18,3,Thursday,2007-01-17,2,Wednesday,104.99999999999955,False,True,False,2007,15.999999999998238,True
2007-W04,2007-01-22,0,Monday,2007-01-25,3,Thursday,167.99999999999926,True,False,False,2007,6.00000000000156,True
2007-W05,2007-02-01,3,Thursday,2007-02-04,6,Sunday,151.9999999999988,True,False,False,2007,-27.000000000001467,False
2007-W06,2007-02-08,3,Thursday,2007-02-05,0,Monday,130.9999999999989,False,True,False,2007,40.000000000000036,True
2007-W07,2007-02-14,2,Wednesday,2007-02-12,0,Monday,216.9999999999983,False,True,False,2007,189.0000000000014,True
2007-W08,2007-02-25,6,Sunday,2007-02-21,2,Wednesday,117.00000000000044,False,True,False,2007,31.999999999998696,True
2007-W09,2007-02-26,0,Monday,2007-03-04,6,Sunday,187.00000000000162,True,False,False,2007,-98.00000000000031,False
2007-W10,2007-03-11,6,Sunday,2007-03-05,0,Monday,119.00000000000021,False,True,False,2007,98.00000000000031,True
2007-W11,2007-03-15,3,Thursday,2007-03-12,0,Monday,181.99999999999994,False,True,False,2007,112.000000000001,True
2007-W12,2007-03-21,2,Wednesday,2007-03-25,6,Sunday,156.99999999999824,True,False,False,2007,25.999999999999357,True
2007-W13,2007-03-29,3,Thursday,2007-03-29,3,Thursday,112.000000000001,False,False,True,2007,38.000000000000256,True
2007-W14,2007-04-04,2,Wednesday,2007-04-03,1,Tuesday,122.99999999999977,False,True,False,2007,-13.000000000000789,False
2007-W15,2007-04-15,6,Sunday,2007-04-09,0,Monday,225.99999999999955,False,True,False,2007,181.99999999999994,True
2007-W16,2007-04-19,3,Thursday,2007-04-16,0,Monday,113.00000000000088,False,True,False,2007,40.000000000000036,True
2007-W17,2007-04-26,3,Thursday,2007-04-23,0,Monday,132.000000000001,False,True,False,2007,68.99999999999906,True
2007-W18,2007-04-30,0,Monday,2007-05-03,3,Thursday,138.00000000000034,True,False,False,2007,-43.999999999999595,False
2007-W19,2007-05-07,0,Monday,2007-05-10,3,Thursday,157.00000000000048,True,False,False,2007,-58.00000000000027,False
2007-W20,2007-05-14,0,Monday,2007-05-20,6,Sunday,172.99999999999872,True,False,False,2007,-77.0000000000004,False
2007-W21,2007-05-22,1,Tuesday,2007-05-24,3,Thursday,90.0000000000012,True,False,False,2007,-12.000000000000899,False
2007-W22,2007-05-28,0,Monday,2007-05-31,3,Thursday,126.00000000000166,True,False,False,2007,35.00000000000058,True
2007-W23,2007-06-04,0,Monday,2007-06-07,3,Thursday,232.99999999999875,True,False,False,2007,-131.99999999999878,False
2007-W24,2007-06-17,6,Sunday,2007-06-12,1,Tuesday,156.00000000000057,False,True,False,2007,54.99999999999838,True
2007-W25,2007-06-24,6,Sunday,2007-06-20,2,Wednesday,100.99999999999997,False,True,False,2007,48.00000000000138,True
2007-W26,2007-07-01,6,Sunday,2007-06-26,1,Tuesday,224.000000000002,False,True,False,2007,160.00000000000014,True
2007-W27,2007-07-04,2,Wednesday,2007-07-05,3,Thursday,92.00000000000097,True,False,False,2007,3.9999999999995595,True
2007-W28,2007-07-12,3,Thursday,2007-07-09,0,Monday,220.0000000000002,False,True,False,2007,147.99999999999923,True
2007-W29,2007-07-22,6,Sunday,2007-07-17,1,Tuesday,93.00000000000085,False,True,False,2007,31.000000000001027,True
2007-W30,2007-07-23,0,Monday,2007-07-29,6,Sunday,242.9999999999999,True,False,False,2007,-112.000000000001,False
2007-W31,2007-08-05,6,Sunday,2007-07-31,1,Tuesday,203.00000000000207,False,True,False,2007,97.00000000000043,True
2007-W32,2007-08-07,1,Tuesday,2007-08-12,6,Sunday,221.00000000000009,True,False,False,2007,-178.00000000000037,False
2007-W33,2007-08-13,0,Monday,2007-08-15,2,Wednesday,264.99999999999966,True,False,False,2007,-138.00000000000034,False
2007-W34,2007-08-23,3,Thursday,2007-08-21,1,Tuesday,238.00000000000043,False,True,False,2007,170.99999999999892,True
2007-W35,2007-08-30,3,Thursday,2007-08-28,1,Tuesday,155.00000000000068,False,True,False,2007,-20.999999999999908,False
2007-W36,2007-09-09,6,Sunday,2007-09-03,0,Monday,264.99999999999966,False,True,False,2007,179.00000000000028,True
2007-W37,2007-09-12,2,Wednesday,2007-09-10,0,Monday,150.00000000000125,False,True,False,2007,66.99999999999929,True
2007-W38,2007-09-23,6,Sunday,2007-09-17,0,Monday,302.99999999999994,False,True,False,2007,218.00000000000043,True
2007-W39,2007-09-30,6,Sunday,2007-09-24,0,Monday,219.99999999999798,False,True,False,2007,145.99999999999946,True
2007-W40,2007-10-01,0,Monday,2007-10-04,3,Thursday,204.99999999999963,True,False,False,2007,-181.99999999999994,False
2007-W41,2007-10-14,6,Sunday,2007-10-08,0,Monday,227.00000000000165,False,True,False,2007,153.0000000000009,True
2007-W42,2007-10-21,6,Sunday,2007-10-21,6,Sunday,223.99999999999974,False,False,True,2007,-26.000000000001577,False
2007-W43,2007-10-28,6,Sunday,2007-10-22,0,Monday,268.99999999999926,False,True,False,2007,245.00000000000188,True
2007-W44,2007-11-01,3,Thursday,2007-10-29,0,Monday,155.00000000000068,False,True,False,2007,47.000000000001485,True
2007-W45,2007-11-08,3,Thursday,2007-11-05,0,Monday,284.9999999999997,False,True,False,2007,63.999999999999616,True
2007-W46,2007-11-13,1,Tuesday,2007-11-12,0,Monday,204.99999999999963,False,True,False,2007,130.9999999999989,True
2007-W47,2007-11-22,3,Thursday,2007-11-19,0,Monday,332.0000000000012,False,True,False,2007,208.0000000000015,True
2007-W48,2007-11-26,0,Monday,2007-12-02,6,Sunday,289.0000000000015,True,False,False,2007,-204.99999999999963,False
2007-W49,2007-12-04,1,Tuesday,2007-12-05,2,Wednesday,243.99999999999977,True,False,False,2007,46.00000000000159,True
2007-W50,2007-12-10,0,Monday,2007-12-16,6,Sunday,420.0000000000004,True,False,False,2007,-311.00000000000125,False
2007-W51,2007-12-17,0,Monday,2007-12-19,2,Wednesday,125.99999999999945,True,False,False,2007,-4.999999999999449,False
2007-W52,2007-12-30,6,Sunday,2007-12-25,1,Tuesday,335.00000000000085,False,True,False,2007,173.00000000000094,True
2008-W01,2008-01-03,3,Thursday,2008-01-01,1,Tuesday,229.9999999999991,False,True,False,2008,77.0000000000004,True
2008-W02,2008-01-13,6,Sunday,2008-01-08,1,Tuesday,274.0000000000009,False,True,False,2008,174.00000000000082,True
2008-W03,2008-01-14,0,Monday,2008-01-20,6,Sunday,500.00000000000045,True,False,False,2008,-416.0000000000008,False
2008-W04,2008-01-27,6,Sunday,2008-01-21,0,Monday,432.9999999999989,False,True,False,2008,326.9999999999995,True
2008-W05,2008-01-31,3,Thursday,2008-01-28,0,Monday,210.0000000000013,False,True,False,2008,48.00000000000138,True
2008-W06,2008-02-04,0,Monday,2008-02-06,2,Wednesday,398.00000000000057,True,False,False,2008,-314.00000000000097,False
2008-W07,2008-02-14,3,Thursday,2008-02-11,0,Monday,212.00000000000108,False,True,False,2008,138.00000000000034,True
2008-W08,2008-02-21,3,Thursday,2008-02-19,1,Tuesday,245.99999999999955,False,True,False,2008,175.0000000000007,True
2008-W09,2008-03-02,6,Sunday,2008-02-25,0,Monday,495.000000000001,False,True,False,2008,372.99999999999886,True
2008-W10,2008-03-06,3,Thursday,2008-03-04,1,Tuesday,315.00000000000085,False,True,False,2008,141.99999999999991,True
2008-W11,2008-03-16,6,Sunday,2008-03-10,0,Monday,621.0000000000005,False,True,False,2008,385.99999999999966,True
2008-W12,2008-03-17,0,Monday,2008-03-23,6,Sunday,489.9999999999993,True,False,False,2008,-305.9999999999996,False
2008-W13,2008-03-30,6,Sunday,2008-03-24,0,Monday,486.99999999999966,False,True,False,2008,364.9999999999998,True
2008-W14,2008-03-31,0,Monday,2008-04-02,2,Wednesday,279.00000000000034,True,False,False,2008,-77.0000000000004,False
2008-W15,2008-04-09,2,Wednesday,2008-04-13,6,Sunday,244.99999999999966,True,False,False,2008,118.00000000000033,True
2008-W16,2008-04-16,2,Wednesday,2008-04-17,3,Thursday,272.00000000000114,True,False,False,2008,82.99999999999974,True
2008-W17,2008-04-21,0,Monday,2008-04-24,3,Thursday,463.99999999999994,True,False,False,2008,-257.99999999999824,False
2008-W18,2008-04-28,0,Monday,2008-05-01,3,Thursday,302.99999999999994,True,False,False,2008,-160.00000000000014,False
2008-W19,2008-05-05,0,Monday,2008-05-07,2,Wednesday,309.0000000000015,True,False,False,2008,56.0000000000005,True
2008-W20,2008-05-18,6,Sunday,2008-05-13,1,Tuesday,236.99999999999832,False,True,False,2008,-40.99999999999993,False
2008-W21,2008-05-21,2,Wednesday,2008-05-19,0,Monday,309.99999999999915,False,True,False,2008,255.99999999999847,True
2008-W22,2008-05-26,0,Monday,2008-05-29,3,Thursday,357.0000000000006,True,False,False,2008,-234.99999999999855,False
2008-W23,2008-06-08,6,Sunday,2008-06-04,2,Wednesday,480.00000000000045,False,True,False,2008,107.9999999999992,True
2008-W24,2008-06-09,0,Monday,2008-06-12,3,Thursday,349.9999999999992,True,False,False,2008,-168.99999999999915,False
2008-W25,2008-06-19,3,Thursday,2008-06-16,0,Monday,190.99999999999895,False,True,False,2008,41.999999999999815,True
2008-W26,2008-06-29,6,Sunday,2008-06-23,0,Monday,344.9999999999998,False,True,False,2008,238.00000000000043,True
2008-W27,2008-07-02,2,Wednesday,2008-07-06,6,Sunday,297.00000000000057,True,False,False,2008,-27.999999999999137,False
2008-W28,2008-07-13,6,Sunday,2008-07-07,0,Monday,334.99999999999864,False,True,False,2008,180.00000000000017,True
2008-W29,2008-07-14,0,Monday,2008-07-16,2,Wednesday,254.00000000000088,True,False,False,2008,14.000000000000679,True
2008-W30,2008-07-21,0,Monday,2008-07-23,2,Wednesday,316.00000000000074,True,False,False,2008,-181.00000000000006,False
2008-W31,2008-07-28,0,Monday,2008-07-31,3,Thursday,242.0,True,False,False,2008,-161.00000000000003,False
2008-W32,2008-08-04,0,Monday,2008-08-10,6,Sunday,699.0000000000007,True,False,False,2008,-668.9999999999995,False
2008-W33,2008-08-12,1,Tuesday,2008-08-14,3,Thursday,323.99999999999983,True,False,False,2008,-217.0000000000005,False
2008-W34,2008-08-21,3,Thursday,2008-08-18,0,Monday,278.00000000000045,False,True,False,2008,59.00000000000016,True
2008-W35,2008-08-27,2,Wednesday,2008-08-25,0,Monday,242.0,False,True,False,2008,-135.00000000000068,False
2008-W36,2008-09-01,0,Monday,2008-09-07,6,Sunday,564.0,True,False,False,2008,-488.99999999999943,False
2008-W37,2008-09-14,6,Sunday,2008-09-10,2,Wednesday,599.9999999999983,False,True,False,2008,117.00000000000044,True
2008-W38,2008-09-21,6,Sunday,2008-09-15,0,Monday,794.0000000000014,False,True,False,2008,532.999999999999,True
2008-W39,2008-09-22,0,Monday,2008-09-28,6,Sunday,523.0000000000001,True,False,False,2008,-343.0,False
2008-W40,2008-09-29,0,Monday,2008-10-05,6,Sunday,992.9999999999994,True,False,False,2008,-933.9999999999993,False
2008-W41,2008-10-08,2,Wednesday,2008-10-09,3,Thursday,525.9999999999998,True,False,False,2008,81.99999999999986,True
2008-W42,2008-10-13,0,Monday,2008-10-19,6,Sunday,481.00000000000034,True,False,False,2008,-241.0000000000001,False
2008-W43,2008-10-20,0,Monday,2008-10-26,6,Sunday,1023.0000000000006,True,False,False,2008,-845.0000000000002,False
2008-W44,2008-10-29,2,Wednesday,2008-10-27,0,Monday,968.0,False,True,False,2008,150.99999999999892,True
2008-W45,2008-11-04,1,Tuesday,2008-11-03,0,Monday,590.0000000000016,False,True,False,2008,105.99999999999943,True
2008-W46,2008-11-12,2,Wednesday,2008-11-12,2,Wednesday,467.99999999999955,False,False,True,2008,-99.99999999999787,False
2008-W47,2008-11-23,6,Sunday,2008-11-20,3,Thursday,532.0000000000014,False,True,False,2008,302.99999999999994,True
2008-W48,2008-11-24,0,Monday,2008-11-30,6,Sunday,499.00000000000057,True,False,False,2008,-342.00000000000006,False
2008-W49,2008-12-07,6,Sunday,2008-12-03,2,Wednesday,417.99999999999835,False,True,False,2008,353.99999999999875,True
2008-W50,2008-12-14,6,Sunday,2008-12-08,0,Monday,923.0000000000005,False,True,False,2008,728.9999999999997,True
2008-W51,2008-12-17,2,Wednesday,2008-12-15,0,Monday,1089.9999999999998,False,True,False,2008,257.00000000000057,True
2008-W52,2008-12-28,6,Sunday,2008-12-23,1,Tuesday,448.0000000000017,False,True,False,2008,-17.000000000000348,False
2009-W01,2008-12-29,0,Monday,2009-01-04,6,Sunday,676.000000000001,True,False,False,2009,-292.00000000000114,False
2009-W02,2009-01-07,2,Wednesday,2009-01-11,6,Sunday,509.00000000000165,True,False,False,2009,-273.9999999999987,False
