week_key,open,high,low,close,weekly_range_pips,weekly_return_pips
2021-W04,1.21688,1.21832,1.20585,1.21298,124.69999999999982,-39.00000000000014
2021-W05,1.21297,1.21363,1.19522,1.20481,184.10000000000036,-81.60000000000167
2021-W06,1.20375,1.21494,1.20196,1.21177,129.79999999999993,80.19999999999916
2021-W07,1.21244,1.21693,1.20232,1.21167,146.1000000000001,-7.699999999999374
2021-W08,1.21151,1.22433,1.20621,1.20704,181.19999999999914,-44.700000000001964
2021-W09,1.20702,1.21132,1.18932,1.19128,220.0000000000002,-157.4000000000009
2021-W10,1.19177,1.19899,1.18355,1.19489,154.39999999999898,31.200000000000117
2021-W11,1.19483,1.19888,1.18708,1.18797,118.00000000000033,-68.60000000000088
2021-W12,1.18804,1.19468,1.17617,1.17918,185.10000000000025,-88.6000000000009
2021-W13,1.17917,1.17939,1.1704,1.17603,89.89999999999831,-31.400000000001427
2021-W14,1.17544,1.19274,1.17379,1.18977,189.50000000000023,143.29999999999953
2021-W15,1.18903,1.19946,1.1871,1.19805,123.59999999999927,90.20000000000027
2021-W16,1.19722,1.20999,1.19424,1.20938,157.49999999999932,121.59999999999948
2021-W17,1.20913,1.21498,1.20165,1.20169,133.29999999999842,-74.40000000000113
2021-W18,1.20309,1.21713,1.19859,1.21615,185.4,130.6000000000007
2021-W19,1.21601,1.21815,1.20514,1.2142,130.09999999999965,-18.100000000000893
2021-W20,1.2145,1.22451,1.21259,1.21778,119.1999999999993,32.80000000000172
2021-W21,1.21778,1.22664,1.21325,1.21905,133.90000000000012,12.699999999998823
2021-W22,1.2199,1.22542,1.21039,1.21644,150.29999999999876,-34.600000000000186
2021-W23,1.21601,1.22179,1.20925,1.21072,125.39999999999995,-52.90000000000017
2021-W24,1.21045,1.21473,1.18472,1.18592,300.10000000000093,-245.29999999999941
2021-W25,1.18542,1.19751,1.18476,1.19347,127.5000000000004,80.50000000000112
2021-W26,1.19296,1.19444,1.1807,1.18622,137.39999999999864,-67.39999999999968
2021-W27,1.18598,1.18951,1.17815,1.1871,113.60000000000036,11.200000000000099
2021-W28,1.18751,1.18802,1.17717,1.18047,108.50000000000026,-70.40000000000157
2021-W29,1.18054,1.18304,1.17518,1.17683,78.600000000002,-37.0999999999988
2021-W30,1.17681,1.19085,1.17632,1.18667,145.29999999999933,98.5999999999998
2021-W31,1.18641,1.18996,1.17543,1.17596,145.29999999999933,-104.50000000000071
2021-W32,1.1758,1.18045,1.17059,1.17933,98.5999999999998,35.30000000000033
2021-W33,1.17934,1.18007,1.16638,1.16951,136.8999999999998,-98.30000000000005
2021-W34,1.16935,1.18022,1.16925,1.1791,109.70000000000147,97.50000000000148
2021-W35,1.17937,1.1909,1.17827,1.18773,126.3000000000014,83.59999999999923
2021-W36,1.1876,1.18862,1.18019,1.18101,84.29999999999937,-65.90000000000096
2021-W37,1.18111,1.18458,1.17235,1.17239,122.29999999999963,-87.20000000000061
2021-W38,1.17288,1.17555,1.16834,1.17181,72.10000000000161,-10.699999999999044
2021-W39,1.17253,1.17261,1.15624,1.15923,163.69999999999996,-133.0000000000009
